Name,English,Translation,Restrictions,Comment
Breakpoint_MenuToggle,Toggle Breakpoint,Activar/Desactivar interrupción,,toggle breakpoint menu option
Breakpoint_Help,"There are no breakpoints to display.\nTo place one, press F9 on the desired line in a code editor.","No hay interrupciones que mostrar.\nPara colocar una, pulse F9 en la línea deseada en un editor de código.",,Breakpoint help text to be displayed when there are no breakpoints
Build_FailedCompile,ERROR: Project failed to compile: error code {0},ERROR: El proyecto no ha podido compilarse: código de error {0},,Error message when the project fails to compile
Build_FailedDeploy,ERROR: Project failed to deploy: error code {0},ERROR: El proyecto no ha podido implementarse: código de error {0},,Error message when the project fails to deploy
Build_FailedRun,ERROR: Project failed to run: error code {0},ERROR: El proyecto no ha podido ejecutarse: código de error {0},,Error message when the project fails to run
Button_Add,Add,Añadir,,Add button
Button_Cancel,Cancel,Cancelar,,cancel button
Button_Delete,Delete,Eliminar,,Delete button
Button_Done,Done,Hecho,,Done button
Button_Import,Import,Importar,,import button label
Button_Manage,Manage,Gestionar,,Manage button
Button_No,No,No,,No
Button_OK,OK,Aceptar,,ok button
Button_Rename,Rename,Renombrar,,Rename button
Button_Resize,Resize,Cambiar tamaño,,resize button label
Button_Scale,Scale,Escalar,,Image editor - scale button
Button_Yes,Yes,Sí,,Yes
Button_Next,Next,Siguiente,,next button label
Button_Create,Create,Crear,,create button label
Button_Apply,Apply,Aplicar,,apply button label
Button_Remove_All,Remove All,Eliminar todo,,button label - remove all
Dialog_ResetLayout_Title,Reset Layout,Reiniciar diseño,,Reset layout dialog title
Dialog_ResetLayout,Resetting the project layout will close any open resources. Are you sure you want to reset the layout?,Reiniciar el diseño del proyecto cerrará cualquier recurso abierto. ¿Está seguro de que desea reiniciar el diseño?,,Dialog message reset layout
Dialog_ResetLayout_ChoicePref,Automatic response to resetting the project layout,Respuesta automática para reiniciar el diseño del proyecto,,Default reset layout dialog choice
Certificate_GenerateSucceeded,Successfully created certificate file: {0},Archivo de certificados creado con éxito: {0},,certificate create success
Certificate_GenerateFailed,Failed to create certificate file: {0},Error al crear el archivo de certificados: {0},,certificate create failed
Certificate_FileAlreadyExists,Certificate file '{0}' already exists; please choose a new filename,"El archivo de certificados ""{0}"" ya existe, elija otro nombre de archivo",,certificate file exists
Certificate_RequiredFieldsMissing,Name and Password fields must be set,Debe establecer los campos Nombre y Contraseña,,create certificate missing fields
Certificate_FileMissing,Unable to find certificate file '{0}',No se ha podido encontrar el archivo certificado "{0}",,certificate file missing
Certificate_Test_Title,Certificate Check,Comprobar certificado,,certificate test title
Certificate_PasswordFail,Password is NOT valid for certificate,La contraseña para el certificado NO es válida,,certificate password fail
Certificate_PasswordOK,Password is valid for certificate,La contraseña para el certificado es válida,,certificate password ok
CertProperties_Heading,Set .pem certificate file and password,Establecer archivo certificado .pem y contraseña,,certificate properties heading
CertProperties_Heading2,(you can use an existing GameMaker marketplace certificate),(puede usar un certificado del mercado de GameMaker),,certificate properties heading 2
CertProperties_CertificateFile,Certificate File:,Archivo certificado:,,certificate file label
CertProperties_CertificatePassword,Certificate Password:,Contraseña certificada:,,certificate password label
CertProperties_Check,Check,Comprobar,,certificate properties check certificate button label
CertProperties_CheckTooltip,Check that the password is valid for the selected certficate file,Comprobar que la contraseña para el archivo certificado seleccionado sea válida,,certificate properties check tooltip
CertProperties_CreateInfoLabel,"If you don't have a certificate, you can create one:",Si no tiene un certificado puede crearlo:,,certificate properties create info
CertProperties_CreateNewCertificate,Create new certificate,Crear certificado nuevo,,certificate properties create new certificate button label
CertProperties_CreateCertificate,Create Certificate,Crear certificado,,certificate properties create certificate button label
CertProperties_EnterCertDetails,Enter new certificate details:,Introducir datos del certificado nuevo:,,certificate properties enter certificate details
CertProperties_PublisherName,Publisher Name:,Nombre del publicador:,,cert properties author name
CertProperties_CreatePublisherAccount,Create Publisher Account,Crear cuenta de publicador,,create publisher account button label
CodeWindow_2Column,2 columns,2 columnas,,Document window layout menu option - 2columns
CodeWindow_3Column,3 columns,3 columnas,,Document window layout menu option - 3 columns
CodeWindow_Fullscreen,Fullscreen workspace tab,Pestaña de espacio de trabajo a pantalla completa,,Document window layout menu option - fullscreen workspace tab
CodeWindow_Menu_Help,Keyword help,Ayuda con palabras clave,,Code window help menu option
CodeWindow_Menu_ShowResource,Show resource,Mostrar recurso,,Code window show resource menu option
CodeWindow_SingleColumn,Single pane,Panel único,,Document window layout menu option - 1 column
CodeWindow_Title,Code,Código,,fullscreen code editor workspace tab title
CodeWindow_RestoreToWorkspace,Restore to Workspace,Restaurar espacio de trabajo,,code editor restore to workspace context menu option
CodeWindow_GotoObject,Go to Object,Ir al objeto,,code editor go to object context menu option
CodeWindow_AddEvent,Add/Open Event,Añadir/Abrir evento,,code editor event script add event context menu option
GotoLine_Title,Go To Line,Ir a la línea,,goto line dialog title
GotoLine_Label,Line Number ({0} - {1}),Número de línea ({0} - {1}),,goto line label
CompileErrors,Compile Errors,Compilar errores,,Compile Errors tab title
CompileErrors_NoErrors,There are no compile errors to show!,¡No hay errores de compilación que mostrar!,,No compile errors message
Configuration,Configuration,Configuración,,Configuration
Configuration_Select,Select Configuration,Seleccionar configuración,,Window title for config select
Configurations,Configurations,Configuraciones,,Configurations
Configurations_Add,Add New Configuration,Añadir configuración nueva,,Add configuration window title
Configurations_Delete,Are you sure you want to delete configuration '{0}' and all of its children?,Are you sure you want to delete configuration '{0}' and all of its children?,,Confirm for deleting a configuration
Configurations_Delete_OtherConfigs,Are you sure? Deleting configuration '{0}' will also delete the following configurations: '{1}'.,¿Está seguro? Eliminar la configuración "{0}" también borrará las siguientes configuración: "{1}".,,Warning about deleting a configuration deleting child configs
Configurations_DeleteError,Cannot delete configuration '{0}',No se puede eliminar la configuración "{0}",,Cannot delete a configuration error message
Configurations_DuplicateEntryError,Cannot duplicate existing configuration name,No se puede duplicar el nombre de configuración existente,,Configuration name cannot be duplicated error message
Configurations_InvalidLicenseError,Cannot create configurations with GameMaker Trial,Con el GameMaker Trial no se pueden crear configuraciones,,Cannot create configurations with the Trial version of GameMaker error message
Configurations_InvalidNameError,The configuration name '{0}' is not valid,El nombre de la configuración especificada "{0}" no es válido,,Configuration name provided is invalid
Configurations_Manage,Manage Configurations,Gestionar configuraciones,,Manage Configurations window title
Configurations_NameEmptyError,New configuration name cannot be empty,El nombre de la nueva configuración no puede estar vacío,,Configuration name cannot be empty error message
Configurations_NewName,New Configuration Name,Nombre de la nueva configuración,,New configuration label
Configurations_Parent,Parent Configuration,Configuración matriz,,Choose parent configuration label
Configurations_Promote,Promote,Promocionar,,Promotion of a config up the config hierarchy
Configurations_Rename,Rename Configuration,Renombrar configuración,,Rename configuration
Configurations_RenameError,Cannot rename '{0}' configuration,No se puede renombrar la configuración "{0}",,Configuration name cannot be renamed error message
Configurations_ConfirmPromote,Are you sure? Promoting a configuration cannot be undone,¿Está seguro? La promoción de una configuración no se puede deshacer,,Confirm the user really wants to promote a config
ContextMenu_AddMenuEntry,Add Menu Entry,Añadir entrada al menú,,Context menu option to add a menu entry at the end of the context menu
ContextMenu_AddMenuEntryAfter,Add Menu Entry Below,Añadir entrada al menú por debajo,,Context menu option to add a menu entry below the selected entry
ContextMenu_AddMenuEntryBefore,Add Menu Entry Above,Añadir entrada al menú por encima,,Context menu option to add a menu entry above the selected entry
ContextMenu_AddMenuSeparatorAfter,Add Menu Separator Below,Añadir separador al menú por debajo,,Context menu option to add a separator below the selected entry
ContextMenu_AddMenuSeparatorBefore,Add Menu Separator Above,Añadir separador al menú por encima,,Context menu option to add a separator above the selected entry
ContextMenu_AddSubMenuEntry,Add Sub Menu Entry,Añadir sub entrada al menú,,Context menu option to add a sub menu entry at the end of the context menu
ContextMenu_AddSubMenuEntryAfter,Add Sub Menu Entry Below,Añadir sub entrada al menú por debajo,,Context menu option to add a sub menu entry before the selected entry
ContextMenu_AddSubMenuEntryBefore,Add Sub Menu Entry Above,Añadir sub entrada al menú por encima,,Context menu option to add a sub menu entry after the selected entry
ContextMenu_MoveEntryDown,Move Menu Item Down,Mover elemento del menú hacia abajo,,Context menu option to move a menu entry or separator down
ContextMenu_MoveEntryUp,Move Menu Item Up,Mover elemento del menú hacia arriba,,Context menu option to move a menu entry or separator up
Dialog_AreYouSure,Are you sure?,¿Está seguro?,,Generic "Are you sure?" dialog message
Dialog_Confirm,Confirm,Confirmar,,Dialog "confirm" heading
Dialog_DeleteEvent_Query,Are you sure you want to remove the event with all its actions?,¿Está seguro de que quiere retirar el evento con todas sus acciones?,,Delete event dialog confirmation query
Dialog_CutEvent_Query,Are you sure you want to cut the selected event?,¿Está seguro de que desea cortar el evento seleccionado?,,Cut event dialog confirmation query
Dialog_DeleteEvent_Query_Multiple,Are you sure you want to remove {0} events with all their actions?,¿Está seguro de que quiere retirar {0} eventos con todas sus acciones?,,Delete multiple event dialog confirmation query
Dialog_DeleteFrame_Query,Delete the selected frames?,¿Eliminar los frames seleccionados?,,image editor delete frames confirm query
Dialog_PasteEvent_NotReady,The event is still being copied. Please try pasting again in a few seconds.,El evento todavía se está copiando. Intente pegarlo de nuevo en unos segundos.,,Not ready to paste yet message
Dialog_DontShowAgain,Don't show this message again,No volver a mostrar este mensaje.,,Message next to checkbox to allow the user to choose not to see this popup in future
Dialog_Error,Error,Error,,error dialog title
Dialog_NotReady,Not Ready,No está listo,,not ready dialog title
Dialog_Success,Success,Éxito,,success dialog title
Dialog_Invalid,Invalid,Inválido,,Dialog caption text for invalid input
Dialog_InvalidInput,Invalid input. Please provide the required information.,"Entrada inválida. Por favor, proporcione la información necesaria.",,A dialog message for invalid input in dialogs
Dialog_SaveChangesToX,Save the changes to {0}?,¿Guardar los cambios a {0}?,,Save changes to X query
Dialog_Warning,Warning,Aviso,,Dialog "Warning" title
DialogEditor_AddContextMenu,Add Context Menu,Añadir menú contextual,,Context menu option to add a context menu to the selected gadget
DialogEditor_Cell,Grid Cell,Celda de plantilla,,Layout Hierarchy heading for a grid cell group
DialogEditor_ChildGadgets,Child Gadgets,Gadgets herederos,,Layout Hierarchy heading for a child gadgets group
DialogEditor_ChildWindows,Child Windows,Ventanas herederas,,Layout Hierarchy heading for a child windows group
DialogEditor_ClearLayoutList,Clear List,Borrar lista,,Button label for clearing the open layout list
DialogEditor_Client,Client Panel,Panel del cliente,,Layout Heirarchy heading for a client panel (window or tab)
DialogEditor_ClippedGadget,Clip To Parent,Unir a matriz,,context menu option for setting if a gadget is clipped within its parent or not
DialogEditor_ColourDialog,Colour Dialog,Diálogo de color,,layout hierarchy label for a colour dialog window
DialogEditor_ColourSelected,Selected Colour Display,Mostrar color seleccionado,,layout hierarchy label for the selected colour display
DialogEditor_ColumnSplitter,Grid Column Splitter,Separador de columna de plantilla,,Layout Heirarchy heading for a grid column splitter
DialogEditor_ColumnDockSplitter,Grid Column Dock Splitter,Separador acoplado de columna de plantilla,,Layout Heirarchy heading for a grid column dock splitter
DialogEditor_RowDockSplitter,Grid Row Dock Splitter,Separador acoplado de fila de plantilla,,Layout Heirarchy heading for a grid row dock splitter
DialogEditor_GridSplitter,Grid Splitter,Separador de plantilla,,gadget properties heading for a grid splitter
DialogEditor_DockSplitter,Grid Dock Splitter,Separador acoplado de plantilla,,gadget properties heading for a grid dock splitter
DialogEditor_ContextMenu,Context Menu,Menú contextual,,Layout Heirarcy heading for a context menu
DialogEditor_CopyGadget,Copy Gadget,Copiar gadget,,menu entry for copying a gadget to clipboard
DialogEditor_CutGadget,Cut Gadget,Cortar gadget,,menu entry for cutting a gadget to clipboard
DialogEditor_DeleteGadget,Delete Gadget,Eliminar gadget,,menu entry for deleting the currently highlighted gadget
DialogEditor_DeleteLayout,Delete Layout,Eliminar diseño,,Dialog editor delete layout menu entry
DialogEditor_DeleteLayout_AreYouSure,Are you sure you want to delete this layout?,¿Está seguro de que desea eliminar este diseño?,,Check the user really wants to delete the layout
DialogEditor_DuplicateLayoutName,Dialog Editor: Duplicate Layout Name,Editor de diálogo: Duplicar nombre del diseño,,log prompt for user to indicate the layout name is already in use
DialogEditor_DuplicateStyleName,A duplicate of stylename '{0}' was found in\n'{1}'\nthe style will continue to be saved in\n'{2}',Se ha encontrado un duplicado del nombre de estilo "{0}" en\n"{1}"\nel estilo seguirá guardado en\n"{2}",,warning message that a duplicate of a style name was found but will be ignored
DialogEditor_Error,Error,Error,,dialog editor error box title
DialogEditor_FailedToOpenJSON,Dialog Editor: Failed to open .json file: '{0}',Editor de diálogo: Error al abrir el archivo .json: "{0}",,The .json file selected failed to load
DialogEditor_FileBrowse,Browse...,Navegar...,,browse for filepath
DialogEditor_FileName,File name:,Nombre de archivo:,,layout file name
DialogEditor_FlattenSubLayout,Flatten SubLayout,Aplanar subdiseño,,Context menu/menu bar entry for flattening a sub layout within a layout hierarchy
DialogEditor_Gadgets,Gadgets,Gadgets,,Layout Hierarchy heading for a gadgets group
DialogEditor_GUIBase,GUI Base,Base GUI,,gadget properties heading for properties coming from the GUIBase class
DialogEditor_GUIStyle,Style,Estilo,,Gadget properties heading for the guistyle class properties
DialogEditor_Hierarchy,Layout Hierarchy,Jerarquía de diseño,,the title for the layout hierarchy window
DialogEditor_HighlightedGadgetInfo,"relative position: ({0}px, {1}px) dimension: ({2}px, {3}px)","posición relativa: ({0}px, {1}px) dimensión: ({2}px, {3}px)",,display position and dimension of the currently highlighted gadget
DialogEditor_HSVTextEntry,HSV Input,Entrada HSV,,layout hierarchy label for the HSV input boxes
DialogEditor_InvalidJSON,The style '{0}' is not a valid json primitive. Please amend or revert the style. No changes will be saved.,El estilo "{0}" no es un json primitivo válido. Modifique o revierta el estilo. No se han guardado cambios.,,Error message when the user attempts to save a broken json style
DialogEditor_LabelAndIconCollection,Name And Icon,Nombre e icono,,Gadget properties heading for the LabelAndIcon class properties
DialogEditor_Layout,Layout,Diseño,,Gadget properties heading for the basic layout properties group
DialogEditor_LayoutName,Layout name:,Nombre del diseño:,,layout name
DialogEditor_ListBoxItems,List Items,Lista de elementos,,The layout hierarchy label for the list items
DialogEditor_LoadLayoutXML,Load Layout File,Cargar archivo de diseño,,Button prompt for loading a layout xml file
DialogEditor_MenuBarEntry,Menu Bar Entry,Barra de menú de entrada,,layout hierarchy label for menubarentry gadget
DialogEditor_MenuEntry,Menu Entry,Entrada de menú,,Layout Hierarchy heading for a menu entry
DialogEditor_NewLayout,New Layout,Nuevo diseño,,Dialog editor new layout menu entry
DialogEditor_Node,Tree View Node,Vista de árbol de nodos,,Tree view node label in the gadget layout hierarchy
DialogEditor_NoJSONSelected,Dialog Editor: No JSON File Selected,Editor de diálogo: No se ha seleccionado un archivo JSON,,There was no .json file selected by the user
DialogEditor_NoLayoutSelected,Dialog Editor: No Layout Selected,Editor de diálogo: No se ha seleccionado un diseño,,log prompt for user to indicate no layout was selected
DialogEditor_NoXMLSelected,Dialog Editor: No XML File Selected,Editor de diálogo: No se ha seleccionado un archivo XML,,log prompt for user to indicate no xml file was selected
DialogEditor_OpenLayout,Open Layout,Abrir diseño,,Dialog editor open layout menu entry
DialogEditor_OverridingStyleFile,The style name '{0}' is currently registered to\n'{2}'\nbut will now be saved to\n'{1}',El nombre de estilo "{0}" está actualmente registrado a\n"{2}"\npero ahora se guardará en\n"{1}",,Message when the user overrides a styles save file
DialogEditor_PasteGadget,Paste Gadget,Pegar gadget,,menu entry for pasting a gadget from clipboard
DialogEditor_Properties,Gadget Layout Properties,Propiedades del diseño de gadget,,the title for the layout properties window
DialogEditor_RadioGroup,Radio Button Group,Grupo de botones de radio,,Layout hierarchy display name for radio button group
DialogEditor_ReloadImages,Reload Images,Recargar imágenes,,menu bar entry for reloading all images in the dialog editor
DialogEditor_RemoveTestLayout,Remove Active Test Layouts,Eliminar diseños de prueba activos,,Menu option to remove any active test layout windows from the dialog editor
DialogEditor_RevertAllStyles,Revert All Styles To Last Save,Revertir todos los estilos al último guardado,,Revert the all the currently open styles to version on disk
DialogEditor_RevertAllStylesToOriginal,Revert All Styles To Original State,Revertir todos los estilos al estado original,,Revert the all the currently open styles to version of unmodified file on disk
DialogEditor_RevertStyle,Revert Style To Last Save,Revertir estilo al último guardado,,Revert the currently active style to version on disk
DialogEditor_RevertStyleToOriginal,Revert Style To Original State,Revertir estilo al estado original,,Revert the currently active style to version of unmodified file on disk
DialogEditor_RGBATextEntry,RGBA Input,Entrada RGBA,,layout hierarchy label for the RGBA input boxes
DialogEditor_RowSplitter,Grid Row Splitter,Separador de fila de plantilla,,Layout Heirarchy heading for a grid row splitter
DialogEditor_SaveAllStyles,Save All Styles,Guardar todos los estilos,,Menu option to save all open styles to file
DialogEditor_SaveAsLayout,Save Layout As...,Guardar diseño como...,,Dialog editor save as layout menu entry
DialogEditor_SaveFailed,Dialog Editor: Save failed due to error: {0} - {1},Editor de diálogo: No se pudo guardar debido al error: {0} - {1},,lop propmt for user to indicate the save failed
DialogEditor_SaveLayout,Save Layout,Guardar diseño,,Dialog editor save layout menu entry
DialogEditor_SaveStyle,Save Style,Guardar estilo,,Menu option to save a style to file
DialogEditor_SaveStyleAs,Save Style As...,Guardar estilo como...,,Menu option to save a style to a different file or with a different name
DialogEditor_ScrollPanel,Scroll Panel,Panel de scroll,,layout hierarchy display name for scroll panel
DialogEditor_SelectContextMenu,Edit Context Menu,Editar menú contextual,,Context menu option to select the context menu for the selected gadget so it can be edited
DialogEditor_SelectSaveFile,Select the file to save the style to. If the file doesn't already contain the style definition it will search all files within its folder.\nUse 'Save Style As...' to explicitly override save file,"Seleccionar el archivo en el que guardar el estilo. Si el archivo no contiene ya una definición de estilo, buscará en todos los archivos dentro de su carpeta.\nUse ""Guardar estilo como..."" para anular de forma explícita el guardado del archivo",,Information about selecting a save file. Informs the user that if the file they have chosen doesn't already include the stylename it will search for the file that does inside the parent folder
DialogEditor_StyleEditor,Style Editor,Editor de estilo,,the title for the style editor window
DialogEditor_StyleName,Style name:,Nombre del estilo:,,style name
DialogEditor_StyleNotFound,The style wasn't found in this folder. It will append to the selected file unless an alternative is selected.,No se ha encontrado el estilo en esta carpeta. Se añadirá al archivo seleccionado a menos que se seleccione una alternativa.,,Warning message that the style wasnt' found so it will be appended to the end of the given style instead
DialogEditor_SubMenuEntry,Sub Menu Entry,Entrada del sub menú,,Layout hierarchy label for a sub menu entry
DialogEditor_TabControl,Tab Control Panel,Panel de control de pestaña,,Gadget toolbox display name for tab control
DialogEditor_TabItem,Tab,Pestaña,,Layout Heirarchy heading for a tab
DialogEditor_TestLayout,Test Layout,Probar diseño,,Dialog editor test layout menu entry
DialogEditor_Title,Dialog Editor,Editor de diálogo,,title for the dialog editor window
DialogEditor_Toolbox,Gadget Toolbox,Herramientas de gadget,,title for the gadget toolbox window
DialogEditor_TreeViewNode,TreeViewNode,TreeViewNode,,Dialog editor TreeViewNode
DialogEditor_Warning,Warning,Aviso,,warning message box title
Edit_Menu_FindResource,Find Resource,Encontrar recurso,,Edit menu "FindResource"
Edit_Menu_Redo,Redo,Rehacer,,Redo menu entry
Edit_Menu_Search,Search & Replace,Buscar y reemplazar,,Edit menu "Search & Replace"
Edit_Menu_Undo,Undo,Deshacer,,Undo menu entry
Error_AnimBlendClone,{0} does not implement ICloneable,{0} no implementa ICloneable,,Any class that is used in the animation system must implement ICloneable
Error_CursorManagerDuplicateName,Attempting to add a cursor using image {1} with duplicated id {0} please assign a different name,"Intentando añadir un cursor usando la imagen {1} con id duplicada {0}, por favor asigne un nombre distinto",,Multiple cursors have been added with the same reference name
Error_CursorManagerFailedLoad,Attempted to load cursor {1} but received error '{0}',Se intentó cargar el cursor {1} pero se obtuvo el error "{0}",,File load failed for cursor image
Error_CursorManagerLoadingInfoMissing,Attempting to load cursor {0} but can't find loading info,Intentando cargar el cursor {0} pero no se ha podido encontrar la información de carga,,The loading callback for a cursor can't find the loading hotspot info
Error_GadgetToolboxFailedLoad,Attempted to load gadget toolbox info but received error '{0}' - '{1}',Se han intentado cargar la información de las herramientas de gadget pero se obtuvo el error "{0}" - "{1}",,Failed to load the gadget toolbox list
Error_GadgetToolboxInvalidGadget,Attempted to add gadget '{0}' to toolbox but it isn't registered with the layout manager,Se ha intentado añadir el gadget "{0}" a las herramientas pero no está registrado con el gestor de diseño,,Invalid gadget specified in gadget toolbox list
Error_GUILayout_AnchorRequiresParentPos,"A parent reliant anchor (bottom or right) has been set with no parent gadget, try setting the dimension instead","Se ha establecido una dependencia de anclaje matriz (parte inferior o derecha) sin gadget matriz, en su lugar intente establecer la dimensión",,Attempted to use an bottom or right anchor when there is no parent gadget to base the position upon
Error_GUILayout_DimensionAndBothAnchors,"A dimension input has been set along with both the associated anchors, the dimension input will be ignored","Se ha establecido una entrada de dimensión junto con ambos anclajes asociados, la entrada de dimensión se ignorará",,"Both the dimension and the associated anchors have been set (for instance width, top and bottom) the dimension will be calculated from the anchors not the dimension input"
Error_GUILayout_FailedCalculatePosition,"Cannot calculate actual position of gadget, too few anchors and/or dimensions are set","No se puede calcular la posición actual del gadget, no hay anclas suficientes y/o dimensiones establecidas",,Gadget requires at least one anchor or the dimension to be set for each direction
Error_GUILayout_PercentageRequiresParentDimension,"An anchor or dimension has been set to percentage with no parent gadget, try using pixel instead","Se ha establecido un anclaje o dimensión a un porcentaje sin gadget matriz, en su lugar intente usar píxel",,Attempted to use percentage style values when there is no parent gadget to base it upon
Error_ProjectLoadFailure,Project load failed. Unable to load {0},Error al cargar el proyecto. No se ha podido cargar {0},,Project load failure
Error_StyleNotFound,"Can not set requested style, not found","No se puede establecer el estilo solicitado, no encontrado",,Trying to set a style when it hasn't been loaded/found
Error_WeakDelegateArgument,Method '{1}' on object '{0}' failed because {2},Error al usar el método "{1}" en el objeto "{0}" debido a {2},,Attempting to invoke a method from within a weak delegate with incorrect arguments
Error_WeakDelegateParameterCount,Method '{1}' on object '{0}' failed due to mismatching parameter count,Error al usar el método "{1}" en el objeto "{0}" debido a un recuento de parámetros desparejo.,,Attempting to invoke a method from within a weak delegate with incorrect parameter count
Event_Alarm,Alarm,Alarma,,Alarm event name
Event_AlarmN,Alarm {0},Alarma {0},,Key Event Alarm N
Event_Async_AudioPlayback,Async - Audio Playback,Asínc - Reproducción de audio,,Asynchronous event subtype
Event_Async_AudioRecording,Async - Audio Recording,Asínc - Grabación de audio,,Asynchronous event subtype
Event_Async_Cloud,Async - Cloud,Asínc - Nube,,Asynchronous event subtype
Event_Async_Dialog,Async - Dialog,Asínc - Diálogo,,Asynchronous event subtype
Event_Async_HTTP,Async - HTTP,Asínc - HTTP,,Asynchronous event subtype
Event_Async_IAP,Async - In-App Purchase,Asínc - Compra en la app,,Asynchronous event subtype
Event_Async_ImageLoaded,Async - Image Loaded,Asínc - Imagen cargada,,Asynchronous event subtype
Event_Async_Networking,Async - Networking,Asínc - Red,,Asynchronous event subtype
Event_Async_PushNotification,Async - Push Notification,Asínc - Notificación push,,Asynchronous event subtype
Event_Async_SaveLoad,Async - Save/Load,Asínc - Guardar/Cargar,,Asynchronous event subtype
Event_Async_Social,Async - Social,Asínc - Social,,Asynchronous event subtype
Event_Async_Steam,Async - Steam,Asínc - Steam,,Asynchronous event subtype
Event_Async_SystemEvent,Async - System,Asínc - Sistema,,Asynchronous event subtype
Event_Asynchronous,Asynchronous,Asíncrono,,Asynchronous event name
Event_Collision,Collision,Colisión,,Collision event name
Event_Create,Create,Crear,,Create event name
Event_Destroy,Destroy,Destruir,,Destroy event name
Event_CleanUp,Clean Up,Limpiar,,Clean Up event name
Event_Draw,Draw,Dibujar,,Draw event name
Event_Draw_Draw,Draw,Dibujar,,Draw event subtype
Event_Draw_DrawBegin,Draw Begin,Empezar a dibujar,,Draw event subtype
Event_Draw_DrawEnd,Draw End,Finalizar dibujar,,Draw event subtype
Event_Draw_DrawGUI,Draw GUI,Dibujar GUI,,Draw event subtype
Event_Draw_DrawGUIBegin,Draw GUI Begin,Empezar a dibujar la GUI,,Draw event subtype
Event_Draw_DrawGUIEnd,Draw GUI End,Finalizar el dibujado de la GUI,,Draw event subtype
Event_Draw_PostDraw,Post-Draw,Post-dibujo,,Draw event subtype
Event_Draw_PreDraw,Pre-Draw,Pre-dibujo,,Draw event subtype
Event_Draw_Resize,Window Resize,Cambiar tamaño de ventana,,Draw event subtype
Event_Key_Alt,Alt,Alt,,Key event subtype
Event_Key_AnyKey,Any,Cualquiera,,Key event subtype
Event_Key_Backspace,Backspace,Retroceso,,Key event "others" subtype
