Name,English,Translation,Restrictions,Comment
_MANUAL_ONLINE_URL,https://manual-zh.yoyogames.com,https://manual-zh.yoyogames.com,,online manual url
_TUTORIALS_ONLINE_URL,https://www.yoyogames.com/en/tutorials,https://www.yoyogames.com/zh-CN/tutorials,,Location of Tutorials url
_DEFAULT_FONT_WINDOWS,Microsoft YaHei,Microsoft YaHei,,Default font to use for this language on Windows
_DEFAULT_FONT_MACOS,Heiti SC,Heiti SC,,Default font to use for this language on macOS
aboutbox_cpuvendor,CPU Vendor:,CPU供应商：,,CPU Vendor in About Box
aboutbox_graphicsvendor,Graphics Vendor:,显卡供应商：,,Graphics Vendor in About Box
aboutbox_ide_version,IDE Version:,IDE 版本：,,IDE Version in About Box
aboutbox_onlinestatus,Online Status:,在线状态：,,Online Status in About Box
aboutbox_onlinestatus_isoffline,Offline,离线,,Is Offline status
aboutbox_onlinestatus_isonline,Online,在线,,Is Online status
aboutbox_runtime_version,Current Runtime:,当前运行库：,,Current Runtime in About Box
aboutbox_time_in_ide,Time in IDE,IDE运行时间,,Overall Time spent in IDE
aboutbox_username,Username:,用户名：,,Username in About Box
Account_Menu_Login,Login,登录,,"Account menu ""Login"""
Account_Menu_Logout,Logout,登出,,"Acount menu ""Logout"""
Account_Menu_ManageAccount,Manage Account,管理账户,,"Account menu ""Account"""
ACL_bounce,Bounce,反弹缓动,,anim curve library curve name
ACL_ease,Ease,缓慢,,anim curve library curve name
ACL_easeBack,Back,返回,,anim curve library curve name
ACL_easeCirc,Circ,圆形曲线缓动,,anim curve library curve name
ACL_easeCubic,Cubic,立方,,anim curve library curve name
ACL_easeExpo,Expo,指数曲线缓动,,anim curve library curve name
ACL_easeQuart,Quart,四次方缓动,,anim curve library curve name
ACL_elastic,Elastic,正弦曲线缓动,,anim curve library curve name
ACL_fastOutSlowIn,Fast To Slow,快到慢,,anim curve library curve name
ACL_linear,Linear,线性,,anim curve library curve name
ACL_ResetTip,Select "Reset" to revert curve to initial state.,选择“重置”将曲线恢复到初始状态。,,anim curve library reset tip
ACL_slowMiddle,Mid Slow,中慢,,anim curve library curve name
AdaptiveIcons,Adaptive Icons,自适应图标,,Adaptive Icons group subheading
adddefaultlayers_description,Add default room layers,添加默认房间层,,Description for adding default layers
AddExistingAssetMismatch,You have selected a {0} instead of a {1}.  Would you like to import as {2} instead?,您选择了{0}而不是{1}。你想要改成导入为{2}吗？,,Ask use if they with tom add existing resource instead of the type they clicked on?
AddExistingFailedTitle,Add Existing Failed,添加现有的失败,,Add Existing failed message title
AddExistingProjectMissing,ImportHandler: Unable to find parent project for {0}. Cannot import dependant resources.,导入处理器（ImportHandler）：找不到 {0} 的父级项目。 无法导入依赖的资源。,,message for when the external project cannot be found.
addon_amazon_apis,Amazon APIs,亚马逊 APIs,,Amazon APIs label for addon download
Addon_AmazonFireFailedPlatformCheckMessage,This addon requires the Amazon Fire or Mobile licences.\nDo you want to go to your account to check your availability of these?,此附加组件需要 Amazon Fire 或 移动版本(Mobile) 许可证。\n您是否要转到您的帐户检查这些的可用性？,,Message to display when the Amazon Fire addon fails the platform check
addon_available,Available,可用,,This addon is available
addon_could_not_download,The addon could not be downloaded from the marketplace,无法在市场上下载该附加组件,,Message for when the addon could not be download from the marketplace
Addon_DefaultFailedPlatformCheckMessage,"Unfortunately, this addon is not available for the licences you currently own.\nDo you want to go to your account to view your licences?",很抱歉，这个附加组件不适用于您当前拥有的许可证。\n您要前往您的账户来查看您的许可证吗？,,Message to display by default when the platform check fails
addon_error,Error with addon,附加组件出错,,Generic error with addon title
Addon_FailedPlatformCheckTitle,Addon requires additional licences,附加组件需要额外的许可证?,,Title for the failed platform check when attempting to download an addon
addon_google_play_services,Google Play Services,Google Play 服务,,Google play services label for addon download
addon_not_found,The addon could not be found on the marketplace,无法在市场上找到该附加组件,,Message for when the addon could not be found on the marketplace
addon_verify_failed,Addon verification failed. Please check your project and try again.,附加组件校验失败。请检查你的项目并重试。,,Addon verification failed
AddOns,Add-ons,附加组件,,Add-ons node label
AddWorker_Host,Name/IP,名称/IP,,Worker host name
AddWorker_Host_Tooltip,The host name or IP address,主机名或IP地址,,Tool tip for Name/IP
AddWorker_Name,Name,名称,,Worker name
AddWorker_NameTooltip,The name assigned to this worker,分配给此工作者的名称,,Worker name
AddWorker_Port,Port,端口,,Port of remote worker
AddWorker_Port_Tooltip,The port to connect to,待连接的端口,,Port of remote worker tooltip
Advanced,Advanced,高级,,Advanced option group subheading
allowoverlappingchains_description,Workspace chains can overlap,允许工作区链条连接交叉,,preference description for whether we allow overlapping chains
alwaysopendroppedresources,Open new assets for edit on dragging files into IDE,在将文件拖入IDE时打开新资源进行编辑,,Setting to stop the IDE from opening new resources via drag/drop
Amazon,Amazon,Amazon,DO NOT TRANSLATE,Amazon option group subheading
Amazon Fire,Amazon Fire,Amazon Fire,,Amazon Fire label
amazonfire_nodevices_messages,There were no Amazon Fire devices detected.,未检测到 Amazon Fire 设备。,,No Amazon devices detected message
amazonfire_nodevices_title,No Amazon devices detected,未检测到亚马逊设备,,No Amazon devices detected title
Analytics,Analytics,分析,,Analytics option group subheading
Android,Android,Android,DO NOT TRANSLATE,Android preference group subheading
Android TV,Android TV,Android TV,DO NOT TRANSLATE,Android TV option group subheading
android_build_settings_invalid,The SDK Build Settings are invalid,SDK 构建设置无效,,Android/Amazon Fire SDK Build Settings are invalid
android_checkndk,Check Android NDK,检测Android NDK,,Check Android NDK setup correctly
android_checksdk,Check Android SDK,检测Android SDK,,Check Android SDK setup correctly
android_fullinstall,Always do full install of APK,始终安全安装 APK,,Always do full install of APK
android_ipaddress,IP Address,IP 地址,,IP Address
android_isndkvalid,Is Android NDK Valid,Android NDK 是否有效,,Is Android NDK valid
android_issdkvalid,Is Android SDK Valid,Android SDK 是否有效,,Is Android SDK valid
android_jdklocation,Java JDK Location,Java JDK 位置,,Location of Java JDK
android_keystore,Android Keystore,Android 密钥库,,Android Keystore
android_keystore_warning1,IMPORTANT! Backup keystore files and info above!,重要提示！备份上面的密钥库文件和信息！,,IMPORTANT! Backup keystore files and info above!
android_keystore_warning2,"If lost, you cannot submit app updates to Google Play or Amazon",如果丢失，则无法向 Google Play 或亚马逊提交应用更新,,If lost you cannot submit app updates to Google Play or Amazon
android_keystorepath,Path to Keystore,密钥库的路径,,Path to Keystore
android_linktoamazonsubmit,Link to Amazon Submission Guide,链接到Amazon提交指南,,Link to Amazon Submission Guide
android_macadbpath,ADB Path on Mac,Mac 上的 ADB 路径,,ADB Path on Mac
android_maxheapsize,JDK maximum heap size (GB),JDK 最大堆大小 (GB),,Android build system max heap size
android_maxheapsize_tooltip,Gigabytes of RAM the Android build is allowed to use,在Android平台构建时允许使用数个GB的RAM,,Android build system max heap size tooltip
android_ndklocation,Android NDK Location,Android NDK 位置,,Location of Android NDK
android_ndknotvalid,Android NDK Not Valid,Android NDK 无效,,Android NDK is not valid
android_ndknotvalidated,Android NDK Not Validated,Android NDK 未经校验,,Android NDK is not validated
android_ndkvalid,Android NDK Valid,Android NDK 有效,,Android NDK is valid
android_package_name_invalid,Individual package name parts may only start with a letter and cannot be a reserved Java keyword,单个程序包名称部分只能以字母开头，不能是保留的Java关键字,,Android package name is invalid message and why
android_package_name_invalid_title,Package name is invalid,程序包名称无效,,Android package name is invalid
android_packageinstall,Install on package,在程序包上安装,,Install on Package
android_sdklocation,Android SDK Location,Android SDK 位置,,Location of Android SDK
android_sdknotvalid,Android SDK Not Valid,Android SDK 无效,,Android SDK is not valid
android_sdknotvalid_invalidjdk,Android SDK Not Valid - Invalid JDK,Android SDK 无效 - JDK 无效,,Android SDK Not Valid - Invalid JDK
android_sdknotvalid_nokeystore,Android SDK Not Valid - Missing Keystore,Android SDK 无效 - 丢失密钥库,,Android SDK Not Valid - Missing Keystore
android_sdknotvalidated,Android SDK Not Validated,Android SDK 未经验证,,Android SDK is not validated
android_sdkvalid,Android SDK Valid,AndroidSDK 有效,,Android SDK is valid
android_usemac,Use Mac for ADB connection,使用Mac进行ADB连接,,Use Mac for ADB connection
AndroidAdaptiveBackgrounds,Adaptive Icon Backgrounds,自适应图标背景,,Adaptive Icon Backgrounds subheading
AndroidAdaptiveIcons,Adaptive Icon Foregrounds,自适应图标前景,,Adaptive Icons subheading
AndroidAdaptiveIconsGen,Icon Generator and Preview,图标生成器和预览,,Adaptive Icons Generator and Preview subheading
androidsdkpath,Path to Android SDK,Android SDK 路径,,Path to Android SDK
Animation Curves,Animation Curves,动画曲线,,Animation Curves preference group subheading
AnimationManager_InvalidTransition,The transition specified '{0}' is not valid,指定转换 '{0}' 无效,,The transition specified in the animation json is not a valid value
animations_settings,Disable IDE transition animations,禁用IDE过渡动画,,Transition animation preference
animcurve_automaticdeletion,Automatic response to curve deletion,自动响应曲线删除,,Automatic deletion in animation curve editor
AnimCurve_CentreFit,Centre Fit,居中适配,,centre fit
AnimCurve_ChannelValue_H,h,H,,h channel value
AnimCurve_ChannelValue_V,v,V,,v channel value
AnimCurve_Color,Color channels,色彩通道,,Color channels animation curve
animcurve_compactlayout,Use compact layout,使用紧凑的布局,,animcurve editor compact layout pref
AnimCurve_CopyCurve,Copy Curve,复制曲线,,copy curve
AnimCurve_CurveType,Curve Type,曲线类型,,curve type
AnimCurve_DefaultChannelName,curve{0},曲线{0},,default channel name
AnimCurve_Delete,Delete,删除,,delete
AnimCurve_DeleteAllConfirm,Are you sure you want to delete all curves?,您确定要删除所有曲线吗？,,Delete confirmation
AnimCurve_DeleteConfirm,Are you sure you want to delete {0}?,你确定要删除{0}吗？,,Delete confirmation
AnimCurve_DeletePoint,Delete Point,删除点,,delete point
AnimCurve_DeletePoints,Delete Points,删除点,,delete points
AnimCurve_DoubleClickToEdit,Double-click to edit,双击编辑,,Double-click to edit anim curve tooltip
AnimCurve_Dual,Dual channel,双通道,,Dual channel animation curve
AnimCurve_Ease,Ease,缓解,,ease
AnimCurve_EaseIn,Ease-In,缓入,,ease-in
AnimCurve_EaseInOut,Ease-In-Out,缓入缓出,,ease in-out
AnimCurve_EaseOut,Ease-Out,缓出,,ease-out
AnimCurve_EditColour,Edit Colour,编辑颜色,,edit colour
AnimCurve_Editor_AddCurve,Add Curve,添加曲线,,add curve
AnimCurve_Editor_DeleteCurve,Delete Curve,删除曲线,,delete curve
AnimCurve_EmbeddedCurveName,Embedded Curve,内嵌曲线,,anim curve embedded curve
AnimCurve_FunctionCentripetalCatmullRom,Centripetal Catmull-Rom,向心Catmull-Rom,,Animation curve centripetal catmull-rom function
AnimCurve_FunctionLinear,Linear,线性,,Animation curve linear function
AnimCurve_InsertPoint,Insert Point,插入点,,insert point
AnimCurve_Lower,Lower,下,,range lower
AnimCurve_PasteCurve,Paste Curve,粘贴曲线,,paste curve
AnimCurve_PointLabel,point {0}:,点{0}：,,curve point label
AnimCurve_Rename,Rename,重命名,,rename
AnimCurve_SetRange,Set Range,设定范围,,set range
AnimCurve_Single,Single channel,单通道,,Single channel animation curve
AnimCurve_Spline,Curve,曲线,,Spline submenu animation curve
AnimCurve_ToggleChannel,Toggle channel visibility,切换通道可见度,,Toggle channel visibility tooltip
AnimCurve_Upper,Upper,上,,range upper
AnimCurve_ZoomIn,Zoom In,放大,,zoom in
AnimCurve_ZoomOut,Zoom Out,缩小,,zoom out
AnimCurveChannelDesc_A,The alpha color channel,Alpha颜色通道,,rgba animation curve channel
AnimCurveChannelDesc_B,The blue color channel,蓝色通道,,rgba animation curve channel
AnimCurveChannelDesc_Default,The default curve channel,默认曲线通道,,Default animation curve channel
AnimCurveChannelDesc_G,The green color channel,绿色通道,,rgba animation curve channel
AnimCurveChannelDesc_R,The red color channel,红色通道,,rgba animation curve channel
AnimCurveDesc_Color,A color channel animation curve,颜色通道动画曲线,,Color animation curve description
AnimCurveDesc_Dual,A dual channel animation curve,双通道动画曲线,,Dual-channel animation curve description
AnimCurveDesc_Single,A single channel animation curve,单通道动画曲线,,Default animation curve description
AnimCurveEditor,Anim Curve Editor,动画曲线编辑器,,anim curved editor pref type name
AnimCurveEditor_Curve,Curve:,曲线：,,curve label
AnimCurveEditor_Curves,Curves,曲线,,curves
AnimCurveEditor_CurveType,Curve Type:,曲线类型：,,curve type
AnimCurveEditor_DeleteAllCurves,Delete all curves,删除所有曲线,,deleted all curves
AnimCurveEditor_Graph,Graph,图表,,graph
AnimCurveEditor_Interpolation,Interpolation,插补,,interpolation
AnimCurveEditor_MultipleCurves,<Multiple Curves>,<多条曲线>,,anim curve editor multiple curves selected
AnimCurveEditor_Title,Animation Curve: {0},动画曲线：{0},,Animation Curve editor window title
AnimCurveEditor_ToggleVis,Toggle Visibility,切换可见性,,toggle visibility
AnimCurveLib_Presets,Presets,预设,,presets label
AnimCurveLib_Reset,Reset,重置,,reset curve label
AnimCurveLib_Title,Animation Curve Library,动画曲线库,,anim curve library window title
AnimCurveLib_TTBetween,Between: Apply curve repeatedly for each selected section,之间：对每个选定截面重复应用曲线,,between mode tooltip
AnimCurveLib_TTEaseIn,Ease In,缓入,,ease in tooltip
AnimCurveLib_TTEaseInOut,Ease In-Out,缓入缓出,,ease in-out tooltip
AnimCurveLib_TTEaseOut,Ease Out,缓出,,ease out tooltip
AnimCurveLib_TTOverwrite,Overwrite: Apply curve once across all selected sections,覆盖：在所有选定横断面上应用一次曲线,,overwrite mode tooltip
AnimCurveLib_Type,Type,类型,,type label
App Icon,App Icon,应用图标,,App Icon settings namespace
App Store,App Store,应用商店,,App Store option group subheading
ApplyTo_GMLVisual_ToolTip,Apply to a different instance.,应用于其他实例。,,Apply To GML Visual tooltip caption
Arc,Arc,弧线,,Arc preference group subheading
Architecture,Architecture,架构,,Architecture option group subheading
Archive_DragDrop_Message,Import the project instead of adding a datafile?,导入项目而不是添加一个数据文件？,,confirm message
Archive_DragDrop_Message_IDE,Import the project?,导入项目？,,confirm message
Archive_DragDrop_Title,Project archive detected,项目文档检测,,dialog title
arctool_colourofcontrollines,Tangent line colour,切线颜色,,Colour of Control Lines in Arc Tool
arctool_colourofcontrolpoints,Control point colour,控制点颜色,,Colour of Control Points in Arc Tool
arctool_colourofknots,Anchor point colour,锚点颜色,,Colour of Knots in Arc Tool
arctool_colourofselectedpoints,Selected point colour,选定点颜色,,Colour of Selected Points in Arc Tool
arctool_sizeofpoints,Point size,点大小,,Size of Points in Arc Tool
Asset Explorer,Asset Explorer,资产浏览器,,Asset Explorer preference group subheading
AssetBrowser,Asset Browser,资产浏览器,,AssetBrowser preference group heading
AssetBrowser_AddFavourite,Favourite,收藏,,add to favourites
AssetBrowser_AllTags,Any Tags,全部标签,,all tags label
AssetBrowser_AllTypes,Any Types,全部类型,,all types label
assetbrowser_apply_qacolours,Apply Asset colours in Quick Access,在快速访问中应用资产颜色,,apply colours in quick access 
AssetBrowser_ApplyFilter,Apply Filter,套用筛选器,,apply filter menu entry
AssetBrowser_ApplyTagFilter,Filter by Tag,按标签过滤,,apply tag filter menu entry
AssetBrowser_Arrange,Arrange,设置,,arrange submenu
assetbrowser_asset_list_style,Create Asset dialogue style,创建资产对话样式,,create resource dialog style
AssetBrowser_AssetType,Asset Type,资产类型,,asset type
AssetBrowser_AssignSpriteToObject,Assign Sprite to Object,将精灵分配给对象,,assign sprite to object
assetbrowser_automaticRoGroupDeletion,Automatic response to Room Order group deletion,自动响应房间顺序删除,,Automatic room order group deletion on asset browser
AssetBrowser_ClearFavourites,Clear Favourites,清除最喜爱,,asset browser clear favourites menu entry
AssetBrowser_ClearFilters,Clear Filters,清除筛选,,clear filters
AssetBrowser_ClearRecent,Clear Recent Items,清除最近项目,,asset browser clear recently edited menu entry
AssetBrowser_ColourCellTT,Right-click to edit,右键单击进行编辑,,colour picker cell tooltip
AssetBrowser_ColourPicker,Colour Picker,取色器,,colour picker title
AssetBrowser_ConfigEditor,Config Editor,配置编辑器,,config editor
AssetBrowser_Create,Create,创建,,create asset
AssetBrowser_CreateChildRoom,Create Child Room,创建子房间,,create child room
AssetBrowser_CreateGroup,Create Group,创建组,,create group
AssetBrowser_CreateLotsOfResourcesTitle,Creating Lots of Assets,创建批量资产,,title for warning dialog box
AssetBrowser_CreateLotsOfResourcesWarning,Do you want to create {0} Assets?,您要创建资产{0}吗？,,label to warn user they are about to create a lot of resources
AssetBrowser_CreateNew,Create Asset,创建资产,,Asset browser create new
AssetBrowser_CreateResourceType,Create {0},创建{0},,create (resource type name)
assetbrowser_defaultfolders,Create default folders in new project,在新项目中创建默认文件夹,,create default folders
assetbrowser_defaultfoldersfirst,Default sort folders first,默认分类文件夹排序,,default sort folders first
AssetBrowser_DefaultGroupName,group,组,,default name for new group/folder
assetbrowser_defaultsortorder,Default sort order for new Asset Browsers,新资产浏览器的默认排序顺序,,default sort order for new Asset Browsers
assetbrowser_deletetag,Automatic response to delete tag confirmation,自动响应删除标签确认,,delete tag confirmation pref
AssetBrowser_DeleteTagConfirmMessage,Are you sure you want to delete selected Tags? Deleted Tags will be removed from all Assets.,您确定要删除所选标签吗？删除的标签将从所有资产中删除。,,delete tag confirm message
AssetBrowser_DownOne,Down One,下一个,,arrange down one
assetbrowser_duplicatefoldermove,Automatic response to duplicate group name error,自动相应重复群组名称错误,,Automatically dismiss duplicate folder error
AssetBrowser_Edit,Edit,编辑,,Edit resource from resource tree
AssetBrowser_EditAll,Edit All,全部编辑,,Edit All resource from a resource tree group
AssetBrowser_EditTags,Edit Tags,编辑标签,,edit tags label
AssetBrowser_ExpandChildren,Expand Children,扩大子项,,expand child nodes menu entry
AssetBrowser_ExpandOnFilterChange,Expand tree on filter change,在过滤器更改时展开树,,Automatically expand the tree when the filter is changed
AssetBrowser_Favourites,Favourites,喜爱,,quick access node title
AssetBrowser_Filters,Filters,筛选器,,filters
AssetBrowser_GameOptions,Game Options,游戏选项,,game options
AssetBrowser_GridView,Grid View,网格视图,,grid view
assetbrowser_group_colour_override,Group colours override child colours,组颜色覆盖子颜色,,group colour override
AssetBrowser_ImportAssets,Import Asset,导入资产,,Asset browser import assets
AssetBrowser_IncludedFiles,Included Files,内含文件,,included files
AssetBrowser_ItemCountPlural,{0} items,{0}项目,,item count label plural
AssetBrowser_ItemCountSingle,{0} item,{0}项目,,item count label singular
AssetBrowser_ListView,List View,列表视图,,list view
assetbrowser_maxrecentlyedited,Maximum recently edited items,最近编辑的项目数上限,,max recently edited count
AssetBrowser_MultipleResourceDelete_Confirm,Are you sure you want to delete {0} Assets: {1}?,您确定要删除{0}资产：{1}吗？,,delete multiple resources confirmation label
AssetBrowser_MultipleResourceDelete_Events_Confirm,Are you sure you want to delete these Assets: {0}?\nCollision events with deleted objects will also be deleted,您确定要删除以下资产：{0}？\ n具有已删除对象的碰撞事件也将被删除,,Resource tree delete confirmation label
AssetBrowser_MultipleResourceSelection,<Multiple Assets>,<多种资产>,,multiple resource selected
AssetBrowser_NewAssetBrowser,Open in new Asset Browser,在新的资源浏览器中打开,,open in new asset browser
AssetBrowser_NoResults,No results found,未找到结果,,Asset browser no results
assetbrowser_palette_entry_count,Colour palette size,调色板尺寸,,colour palette entry count
AssetBrowser_QuickAccess,Quick Access,快速访问,,quick access node title
AssetBrowser_Recent,Recent,最近,,quick access node recent title
AssetBrowser_RemoveFavourite,Unfavourite,不喜欢,,remove from favourites or unfavourite
AssetBrowser_RemoveTagFilter,Remove from Filter,从过滤器中删除,,un-apply tag filter menu entry
AssetBrowser_Rename,Rename,重命名,,rename
AssetBrowser_ResetFilter,Reset Filter,重置过滤器,,reset filter menu entry
AssetBrowser_ResourceDelete_Confirm,Are you sure you want to delete {0}?,你确定要删除{0}吗？,,asset tree delete confirmation label
AssetBrowser_ResourceDelete_ConfirmWithDependents,Are you sure you want to delete {0}?\nIt is referenced by {1},您确定要删除{0}吗？\ n由{1}引用,,asset tree delete with known dependents confirmation label
AssetBrowser_ResourceDelete_Events_Confirm,Are you sure you want to delete {0}?\nCollision events with deleted objects will also be deleted,是否确定要删除 {0}？\n与所删除物体的碰撞事件也将一起被删除,,Resource tree delete events confirmation label
AssetBrowser_ResourceTreeEmpty,No Assets,没有资产,,empty resource tree label
AssetBrowser_RoomInheritance,Room Inheritance,房间继承,,room inheritance title
AssetBrowser_RoomManager,Room Manager,房间经理,,room manager title
AssetBrowser_RoomOrder,Room Order,房间排序,,quick access node title
AssetBrowser_RoomOrderGroupDeleteWarning,Deleting a Room Order group will delete any room assets it contains.,删除房间顺序组将删除其中包含的所有房间资产。,,room order group delete warning
AssetBrowser_SaveCurrentFilter,Save Current Filter,保存当前过滤器,,asset save current filter menu entry
AssetBrowser_SavedFilters,Saved Searches,保存的搜索,,quick access node title
AssetBrowser_SaveSearch,Save Search,保存搜索,,save search
AssetBrowser_SearchEmpty,No Search Results,没有搜寻结果,,no search results label
AssetBrowser_SelectedCount,{0} selected,已选择{0},,selected count label
AssetBrowser_SendToBottom,Send To Bottom,发送到底部,,arrange to bottom
AssetBrowser_SendToTop,Send To Top,发送到顶部,,arrange to top
assetbrowser_show_quickaccess,Show Quick Access,显示快速访问,,asset browser quick access enabled pref
AssetBrowser_ShowTreeLocation,Show Tree Location,显示树位置,,show main tree location
AssetBrowser_SortAZ,A-Z,A-Z,,asset browser sort type label
AssetBrowser_SortCustom,Custom Order,自定义排序,,asset browser custom sort order label
AssetBrowser_SortFilter,Filter/Sort,筛选/排序,,Asset browser filter/sort tooltip
AssetBrowser_SortGroupFirst,Groups First,分组优先,,asset browser sort type label
AssetBrowser_SortZA,Z-A,Z-A,,asset browser sort type label
AssetBrowser_Tags,Tags,标签,,tags
AssetBrowser_Title,Asset Browser,资产浏览器,,Asset browser window title
AssetBrowser_Title_Arg,Asset Browser: {0},资产浏览器：{0},,Asset browser window title with argument
AssetBrowser_TTMenu,Menu,菜单,,menu button tooltip
AssetBrowser_TTSortFilter,Sort/Filter,排序/过滤,,sort filter button tooltip
assetbrowser_UngroupDeletesGroup,Room Order Ungroup removes the empty group,取消房间顺序分组会删除空分组,,delete group on ungroup pref
AssetBrowser_UpOne,Up One,上一个,,arrange up one
assetcachelocation,Asset cache directory,资产缓存目录,,Location of Asset Cache setting
AssetExplorer_FilterCaptionGeneric,Showing {0}/{1} filtered items,显示{0} / {1}个筛选项目,,Title for filtered items in asset explorer
AssetExplorer_SelectResource,Select Asset,选择资产,,Fallback title for asset explorer
AssetExplorer_SelectResourceType,Select {0},选择 {0},,select (resource type name) title for asset explorer
at:,at:,在：,,Label for Moment Editor to show which frame this moment triggers at
Audio Emitters,Audio Emitters,音频发射器,,Audio Emitters preference group subheading
AudioEmitterEditor_Title,Audio Emitter: {0},音频发射器：{0},,Audio Emitter editor window title
AudioGroups_ActiveGroup,Current Group:,当前组：,,Audio group current group
AudioGroups_AddNew,Add New,新增,,Audio group add new button
AudioGroups_Delete,Delete,删除,,Texture group delete button
AudioGroups_EditResource,Edit...,编辑...,,Audio groups window edit resource button
AudioGroups_FindResource,Add Asset,添加资产,,Audio group find asset label
AudioGroups_NoResources,This group is empty.,该组为空。,,Audio groups label when a sub-tree is empty
AudioGroups_Remove,Remove,移除,,Audio group remove menu entry
AudioGroups_Rename,Rename,重命名,,Audio group rename button
AudioGroups_TargetPlatforms,Use Group On...,将该组用于……,,Audio group target platforms label
AudioGroups_TypeFindResource,Type to find asset,输入信息查找资产,,Audio group manager tooltip
AudioGroups_WindowTitle,Audio Groups,音频组,,Audio groups window title
Authentication,Authentication,认证,,Authentication source control preference subheading
Auto Tiling,Auto Tiling,自动图块,,Auto Tiling preference group subheading
autoclosenonemptyworkspacetabs,Automatic response to closing a workspace via keyboard shortcut,通过键盘快捷键自动响应关闭工作区,,auto close tab label
autodeletetempfolder,Automatically delete temp directory on close,关闭时自动删除临时目录,,Auto delete of temp folder setting
autoreloadchangedfiles,Automatically reload changed files,自动重新加载更改的文件,,Automatically reload changed files setting
AVDVersion_Error,Cannot run AVD directly with version '{0}' of the Android SDK.\nPlease launch 'Android Studio' and select 'Tools > Android > AVD Manager'.,无法直接使用Android SDK的版本“{0}”运行AVD。\n请启动“Android Studio”并选择“Tools> Android> AVD Manager”。,,error message for later versions of Android Studio
Background,Background,背景,,Background preference group subheading
background_image,Background Image,背景图,,Background Image
BackgroundLayer_AnimationFPS,Animation Speed:,动画速度：,,The caption for the background layer animation fps property
BackgroundLayer_HSpeed,Horizontal Speed,水平速度,,Numeric textbox label for horizontal scroll speed
BackgroundLayer_HTile,Horizontal Tile,图块水平平铺,,Checkbox label for horizontal tiling
BackgroundLayer_NoBackground,<no background>,<无背景>,,no background selected caption for the background layer button
BackgroundLayer_PosX,X Offset,X偏移值,,Numeric textbox label for x pos offset
BackgroundLayer_PosY,Y Offset,Y偏移值,,numeric textbox label for y pos offset
BackgroundLayer_Stretch,Stretch,拉伸,,Checkbox label for stretch
BackgroundLayer_VSpeed,Vertical Speed,垂直速度,,Numeric textbox label for vertical scroll speed
BackgroundLayer_VTile,Vertical Tile,图块纵向平铺,,Checkbox label for vertical tiling
Base_Unit_Memory,PS4 Base Memory,PS4 基础内存,,title for options related to memory pool sizes
Beta Channel,Beta Channel,Beta 通道,,Beta Channel preferences tag
beta_1,Here you can opt in or out of the GameMaker Beta.,在这里您可以选择加入或退出GameMaker的Beta测试,,beta_1 caption
beta_2,This will grant you access to upcoming versions of GameMaker before they are released to production.,这个选项将使您可以访问即将发布的GameMaker的测试版本,,beta_2 caption
beta_3,This product is covered by Section 2 of our ,这个产品由二组进行维护,,beta_3 caption
