Name,English,Translation,Restrictions,Comment
AnimationManager_InvalidTransition,The transition specified '{0}' is not valid,La transizione specificata '{0}' non è valida,,The transition specified in the animation json is not a valid value
BackgroundLayer_HSpeed,Horizontal Speed,Velocità orizzontale,,Numeric textbox label for horizontal scroll speed
BackgroundLayer_HTile,Horizontal Tile,Tile orizzontale,,Checkbox label for horizontal tiling
BackgroundLayer_NoBackground,<no background>,<nessuno sfondo>,,no background selected caption for the background layer button
BackgroundLayer_PosX,X Offset,Scostamento X,,Numeric textbox label for x pos offset
BackgroundLayer_PosY,Y Offset,Scostamento Y,,numeric textbox label for y pos offset
BackgroundLayer_Stretch,Stretch,Estensione,,Checkbox label for stretch
BackgroundLayer_VSpeed,Vertical Speed,Velocità verticale,,Numeric textbox label for vertical scroll speed
BackgroundLayer_VTile,Vertical Tile,Tile verticale,,Checkbox label for vertical tiling
Breakpoints,Breakpoints,Punti di interruzione,,Breakpoints
Breakpoint_Delete,Delete Breakpoint,Elimina interruzione,,delete breakpoint menu option
Breakpoint_GotoCode,Go To Code,Vai al codice,,breakpoint show code menu option
Breakpoint_MenuToggle,Toggle Breakpoint,Abilita/disabilita punto di interruzione,,toggle breakpoint menu option
Breakpoint_Help,"There are no breakpoints to display.\nTo place one, press F9 on the desired line in a code editor.","Non vi sono punti di interruzione da visualizzare.\nPer posizionarne uno, premi F9 sulla linea desiderata in un editor di codice.",,Breakpoint help text to be displayed when there are no breakpoints
Build_FailedCompile,ERROR: Project failed to compile: error code {0},ERRORE: Compilazione del progetto non riuscita: codice errore {0},,Error message when the project fails to compile
Build_FailedDeploy,ERROR: Project failed to deploy: error code {0},ERRORE: Implementazione del progetto non riuscita: codice errore {0},,Error message when the project fails to deploy
Build_FailedRun,ERROR: Project failed to run: error code {0},ERRORE: Esecuzione del progetto non riuscita: codice errore {0},,Error message when the project fails to run
Button_Add,Add,Aggiungi,,Add button
Button_Cancel,Cancel,Annulla,,cancel button
Button_Delete,Delete,Elimina,,Delete button
Button_Done,Done,Fatto,,Done button
Button_Import,Import,Importa,,import button label
Button_Manage,Manage,Gestione,,Manage button
Button_No,No,No,,No
Button_OK,OK,OK,,ok button
Button_Rename,Rename,Rinomina,,Rename button
Button_Resize,Resize,Ridimensiona,,resize button label
Button_Scale,Scale,Scala,,Image editor - scale button
Button_Yes,Yes,Sì,,Yes
Button_Next,Next,Successivo,,next button label
Button_Create,Create,Crea,,create button label
Button_Apply,Apply,Applica,,apply button label
Button_Remove_All,Remove All,Rimuovi tutto,,button label - remove all
Dialog_ResetLayout_Title,Reset Layout,Ripristina layout,,Reset layout dialog title
Dialog_ResetLayout,Resetting the project layout will close any open resources. Are you sure you want to reset the layout?,Il ripristino del layout del progetto causerà la chiusura delle risorse aperte. Sei sicuro di voler ripristinare il layout?,,Dialog message reset layout
Dialog_ResetLayout_ChoicePref,Automatic response to resetting the project layout,Risposta automatica al ripristino del layout del progetto,,Default reset layout dialog choice
LicenseNotification_TrialExpiring,Your trial is due to expire in {0} days,La tua prova scadrà tra {0} giorni,,Trial licence expiry notification
LicenseNotification_Expiring,Your licence is due to expire in {0} days,La tua licenza scadrà tra {0} giorni,,Licence expiry notification
LicenseNotification_BuyNow,Buy Now,Acquista ora,,Buy Now label
LicenseNotification_ButtonBuyNow,BUY NOW,ACQUISTA ORA,,BUY NOW label
IDE_License_Label,Your licence is due to expire in {0} days,La tua licenza scadrà tra {0} giorni,,IDE licence label
IDE_TrialLicense_Label,Your trial is due to expire in {0} days,La tua prova scadrà tra {0} giorni,,IDE trial licence label
marketplace_certificate_settings,Marketplace Certificate Settings,Impostazioni del certificato per il marketplace,,marketplace certificate settings pref
Certificate_GenerateSucceeded,Successfully created certificate file: {0},File del certificato creato correttamente: {0},,certificate create success
Certificate_GenerateFailed,Failed to create certificate file: {0},Impossibile creare file del certificato: {0},,certificate create failed
Certificate_FileAlreadyExists,Certificate file '{0}' already exists; please choose a new filename,Il file '{0}' esiste già; scegli un nome diverso per il file del certificato,,certificate file exists
Certificate_RequiredFieldsMissing,Name and Password fields must be set,I campi Nome e Password sono obbligatori,,create certificate missing fields
Certificate_FileMissing,Unable to find certificate file '{0}',Impossibile trovare il file del certificato '{0}',,certificate file missing
Certificate_Test_Title,Certificate Check,Controllo del certificato,,certificate test title
Certificate_PasswordFail,Password is NOT valid for certificate,La password NON è valida per il certificato,,certificate password fail
Certificate_PasswordOK,Password is valid for certificate,La password è valida per il certificato,,certificate password ok
CertProperties_Heading,Set .pem certificate file and password,Imposta file .pem e password per il certificato,,certificate properties heading
CertProperties_Heading2,(you can use an existing GameMaker marketplace certificate),(puoi usare un certificato di un marketplace GameMaker già esistente),,certificate properties heading 2
CertProperties_CertificateFile,Certificate File:,File del certificato:,,certificate file label
CertProperties_CertificatePassword,Certificate Password:,Password del certificato:,,certificate password label
CertProperties_Check,Check,Controlla,,certificate properties check certificate button label
CertProperties_CheckTooltip,Check that the password is valid for the selected certficate file,Controlla che la password sia valida per il file del certificato selezionato,,certificate properties check tooltip
CertProperties_CreateInfoLabel,"If you don't have a certificate, you can create one:","Se non possiedi un certificato, puoi crearne uno:",,certificate properties create info
CertProperties_CreateNewCertificate,Create new certificate,Crea nuovo certificato,,certificate properties create new certificate button label
CertProperties_CreateCertificate,Create Certificate,Crea certificato,,certificate properties create certificate button label
CertProperties_EnterCertDetails,Enter new certificate details:,Inserisci i dettagli del nuovo certificato:,,certificate properties enter certificate details
CertProperties_PublisherName,Publisher Name:,Nome autore:,,cert properties author name
CertProperties_CreatePublisherAccount,Create Publisher Account,Crea account autore,,create publisher account button label
CodeWindow_2Column,2 columns,2 colonne,,Document window layout menu option - 2columns
CodeWindow_3Column,3 columns,3 colonne,,Document window layout menu option - 3 columns
CodeWindow_Fullscreen,Fullscreen workspace tab,Scheda area di lavoro a schermo intero,,Document window layout menu option - fullscreen workspace tab
CodeWindow_Menu_Help,Keyword help,Guida alle parole chiave,,Code window help menu option
CodeWindow_Menu_ShowResource,Show resource,Mostra risorsa,,Code window show resource menu option
CodeWindow_SingleColumn,Single pane,Pannello singolo,,Document window layout menu option - 1 column
CodeWindow_Title,Code,Codice,,fullscreen code editor workspace tab title
CodeWindow_RestoreToWorkspace,Restore to Workspace,Ripristina nell’area di lavoro,,code editor restore to workspace context menu option
CodeWindow_GotoObject,Go to Object,Vai all’oggetto,,code editor go to object context menu option
CodeWindow_AddEvent,Add/Open Event,Aggiungi/apri evento,,code editor event script add event context menu option
CodeWindow_OpenInheritedEvent,Open Inherited Event,Apri evento ereditato,,open inherited event context menu option
GotoLine_Title,Go To Line,Vai alla riga,,goto line dialog title
GotoLine_Label,Line Number ({0} - {1}),Numero di riga ({0} - {1}),,goto line label
CompileErrors,Compile Errors,Errori di compilazione,,Compile Errors tab title
CompileErrors_NoErrors,There are no compile errors to show!,Non vi sono errori di compilazione da visualizzare!,,No compile errors message
Configuration,Configuration,Configurazione,,Configuration
Configuration_Select,Select Configuration,Seleziona configurazione,,Window title for config select
Configurations,Configurations,Configurazioni,,Configurations
Configurations_Add,Add New Configuration,Aggiungi nuova configurazione,,Add configuration window title
Configurations_Delete,Are you sure you want to delete configuration '{0}' and all of its children?,Sei certo di voler eliminare la configurazione '{0}' e tutti i suoi figli?,,Confirm for deleting a configuration
Configurations_Delete_OtherConfigs,Are you sure? Deleting configuration '{0}' will also delete the following configurations: '{1}'.,Sei sicuro? L’eliminazione della configurazione '{0}' eliminerà anche le seguenti configurazioni: '{1}'.,,Warning about deleting a configuration deleting child configs
Configurations_DeleteError,Cannot delete configuration '{0}',Impossibile eliminare la configurazione '{0}',,Cannot delete a configuration error message
Configurations_DuplicateEntryError,Cannot duplicate existing configuration name,Impossibile duplicare il nome di una configurazione esistente,,Configuration name cannot be duplicated error message
Configurations_InvalidLicenseError,Cannot create configurations with GameMaker Trial,Impossibile creare una configurazione con la versione di prova di GameMaker,,Cannot create configurations with the Trial version of GameMaker error message
Configurations_InvalidNameError,The configuration name '{0}' is not valid,Il nome della configurazione '{0}' non è valido,,Configuration name provided is invalid
Configurations_Manage,Manage Configurations,Gestione configurazioni,,Manage Configurations window title
Configurations_NameEmptyError,New configuration name cannot be empty,Il nome della nuova configurazione non può essere vuoto,,Configuration name cannot be empty error message
Configurations_NewName,New Configuration Name,Nome della nuova configurazione,,New configuration label
Configurations_Parent,Parent Configuration,Configurazione superiore,,Choose parent configuration label
Configurations_Promote,Promote,Promuovi,,Promotion of a config up the config hierarchy
Configurations_Rename,Rename Configuration,Rinomina configurazione,,Rename configuration
Configurations_RenameError,Cannot rename '{0}' configuration,Impossibile rinominare la configurazione '{0}',,Configuration name cannot be renamed error message
Configurations_ConfirmPromote,Are you sure? Promoting a configuration cannot be undone,Sei sicuro? La promozione di una configurazione non può essere annullata,,Confirm the user really wants to promote a config
ContextMenu_AddMenuEntry,Add Menu Entry,Aggiungi voce di menu,,Context menu option to add a menu entry at the end of the context menu
ContextMenu_AddMenuEntryAfter,Add Menu Entry Below,Aggiungi voce di menu sotto,,Context menu option to add a menu entry below the selected entry
ContextMenu_AddMenuEntryBefore,Add Menu Entry Above,Aggiungi voce di menu sopra,,Context menu option to add a menu entry above the selected entry
ContextMenu_AddMenuSeparatorAfter,Add Menu Separator Below,Aggiungi separatore menu sotto,,Context menu option to add a separator below the selected entry
ContextMenu_AddMenuSeparatorBefore,Add Menu Separator Above,Aggiungi separatore menu sopra,,Context menu option to add a separator above the selected entry
ContextMenu_AddSubMenuEntry,Add Sub Menu Entry,Aggiungi voce di sottomenu,,Context menu option to add a sub menu entry at the end of the context menu
ContextMenu_AddSubMenuEntryAfter,Add Sub Menu Entry Below,Aggiungi voce di sottomenu sotto,,Context menu option to add a sub menu entry before the selected entry
ContextMenu_AddSubMenuEntryBefore,Add Sub Menu Entry Above,Aggiungi voce di sottomenu sopra,,Context menu option to add a sub menu entry after the selected entry
ContextMenu_MoveEntryDown,Move Menu Item Down,Sposta voce di menu in basso,,Context menu option to move a menu entry or separator down
ContextMenu_MoveEntryUp,Move Menu Item Up,Sposta voce di menu in alto,,Context menu option to move a menu entry or separator up
Dialog_AreYouSure,Are you sure?,Sei sicuro?,,"Generic ""Are you sure?"" dialog message"
Dialog_Confirm,Confirm,Conferma,,"Dialog ""confirm"" heading"
Dialog_Ignore,Ignore,Ignora,,dialog ignore label
Dialog_DeleteEvent_Query,Are you sure you want to remove the event with all its actions?,Sei sicuro di voler rimuovere l’evento con tutte le azioni?,,Delete event dialog confirmation query
Dialog_CutEvent_Query,Are you sure you want to cut the selected event?,Sei sicuro di voler tagliare l’evento selezionato?,,Cut event dialog confirmation query
Dialog_DeleteEvent_Query_Multiple,Are you sure you want to remove {0} events with all their actions?,Sei sicuro di voler rimuovere gli eventi {0} con tutte le azioni?,,Delete multiple event dialog confirmation query
Dialog_DeleteFrame_Query,Delete the selected frames?,Eliminare i frame selezionati?,,image editor delete frames confirm query
Dialog_PasteEvent_NotReady,The event is still being copied. Please try pasting again in a few seconds.,L’evento sarà copiato ugualmente. Riprova a incollare tra qualche secondo.,,Not ready to paste yet message
Dialog_DontShowAgain,Don't show this message again,Non visualizzare più questo messaggio,,Message next to checkbox to allow the user to choose not to see this popup in future
Dialog_Error,Error,Errore,,error dialog title
Dialog_NotReady,Not Ready,Non pronto,,not ready dialog title
Dialog_Success,Success,Operazione riuscita,,success dialog title
Dialog_Invalid,Invalid,Non valido,,Dialog caption text for invalid input
Dialog_InvalidInput,Invalid input. Please provide the required information.,Input non valido. Inserisci le informazioni richieste.,,A dialog message for invalid input in dialogs
Dialog_SaveChangesToX,Save the changes to {0}?,Salvare le modifiche a {0}?,,Save changes to X query
Dialog_Warning,Warning,Attenzione,,"Dialog ""Warning"" title"
DialogEditor_AddContextMenu,Add Context Menu,Aggiungi menu contestuale,,Context menu option to add a context menu to the selected gadget
DialogEditor_Cell,Grid Cell,Cella griglia,,Layout Hierarchy heading for a grid cell group
DialogEditor_ChildGadgets,Child Gadgets,Gadget figli,,Layout Hierarchy heading for a child gadgets group
DialogEditor_ChildWindows,Child Windows,Finestre figlie,,Layout Hierarchy heading for a child windows group
DialogEditor_ClearLayoutList,Clear List,Cancella elenco,,Button label for clearing the open layout list
DialogEditor_Client,Client Panel,Pannello client,,Layout Heirarchy heading for a client panel (window or tab)
DialogEditor_ClippedGadget,Clip To Parent,Aggancia al livello superiore,,context menu option for setting if a gadget is clipped within its parent or not
DialogEditor_ColourDialog,Colour Dialog,Finestra di dialogo dei colori,,layout hierarchy label for a colour dialog window
DialogEditor_ColourSelected,Selected Colour Display,Display a colori selezionato,,layout hierarchy label for the selected colour display
DialogEditor_ColumnSplitter,Grid Column Splitter,Separatore colonne griglia,,Layout Heirarchy heading for a grid column splitter
DialogEditor_ColumnDockSplitter,Grid Column Dock Splitter,Separatore colonne griglia Dock,,Layout Heirarchy heading for a grid column dock splitter
DialogEditor_RowDockSplitter,Grid Row Dock Splitter,Separatore righe griglia Dock,,Layout Heirarchy heading for a grid row dock splitter
DialogEditor_GridSplitter,Grid Splitter,Separatore griglia,,gadget properties heading for a grid splitter
DialogEditor_DockSplitter,Grid Dock Splitter,Separatore griglia Dock,,gadget properties heading for a grid dock splitter
DialogEditor_ContextMenu,Context Menu,Menu contestuale,,Layout Heirarcy heading for a context menu
DialogEditor_CopyGadget,Copy Gadget,Copia gadget,,menu entry for copying a gadget to clipboard
DialogEditor_CutGadget,Cut Gadget,Taglia gadget,,menu entry for cutting a gadget to clipboard
DialogEditor_DeleteGadget,Delete Gadget,Elimina gadget,,menu entry for deleting the currently highlighted gadget
DialogEditor_DeleteLayout,Delete Layout,Elimina layout,,Dialog editor delete layout menu entry
DialogEditor_DeleteLayout_AreYouSure,Are you sure you want to delete this layout?,Sei certo di voler eliminare questo layout?,,Check the user really wants to delete the layout
DialogEditor_DuplicateLayoutName,Dialog Editor: Duplicate Layout Name,Editor finestre di dialogo: Duplica nome layout,,log prompt for user to indicate the layout name is already in use
DialogEditor_DuplicateStyleName,A duplicate of stylename '{0}' was found in\n'{1}'\nthe style will continue to be saved in\n'{2}',È stato trovato un duplicato del nome dello stile '{0}' in\n'{1}'\nlo stile continuerà ad essere salvato in\n'{2}',,warning message that a duplicate of a style name was found but will be ignored
DialogEditor_Error,Error,Errore,,dialog editor error box title
DialogEditor_FailedToOpenJSON,Dialog Editor: Failed to open .json file: '{0}',Editor finestre di dialogo: Non è stato possibile aprire il file .json: '{0}',,The .json file selected failed to load
DialogEditor_FileBrowse,Browse...,Sfoglia...,,browse for filepath
DialogEditor_FileName,File name:,Nome del file:,,layout file name
DialogEditor_FlattenSubLayout,Flatten SubLayout,Appiattisci sottolayout,,Context menu/menu bar entry for flattening a sub layout within a layout hierarchy
DialogEditor_Gadgets,Gadgets,Gadget,,Layout Hierarchy heading for a gadgets group
DialogEditor_GUIBase,GUI Base,Base GUI,,gadget properties heading for properties coming from the GUIBase class
DialogEditor_GUIStyle,Style,Stile,,Gadget properties heading for the guistyle class properties
DialogEditor_Hierarchy,Layout Hierarchy,Gerarchia layout,,the title for the layout hierarchy window
DialogEditor_HighlightedGadgetInfo,"relative position: ({0}px, {1}px) dimension: ({2}px, {3}px)","posizione relativa: ({0}px, {1}px) dimensione: ({2}px, {3}px)",,display position and dimension of the currently highlighted gadget
DialogEditor_HSVTextEntry,HSV Input,Input HSV,,layout hierarchy label for the HSV input boxes
DialogEditor_InvalidJSON,The style '{0}' is not a valid json primitive. Please amend or revert the style. No changes will be saved.,Lo stile '{0}' non è una primitiva json valida. Modifica o ripristina lo stile. Le modifiche non saranno salvate.,,Error message when the user attempts to save a broken json style
DialogEditor_LabelAndIconCollection,Name And Icon,Nome e icona,,Gadget properties heading for the LabelAndIcon class properties
DialogEditor_Layout,Layout,Disposizione,,Gadget properties heading for the basic layout properties group
DialogEditor_LayoutName,Layout name:,Nome layout:,,layout name
DialogEditor_ListBoxItems,List Items,Voci elenco,,The layout hierarchy label for the list items
DialogEditor_LoadLayoutXML,Load Layout File,Carica file di layout,,Button prompt for loading a layout xml file
DialogEditor_MenuBarEntry,Menu Bar Entry,Voce barra dei menu,,layout hierarchy label for menubarentry gadget
DialogEditor_MenuEntry,Menu Entry,Voce di menu,,Layout Hierarchy heading for a menu entry
DialogEditor_NewLayout,New Layout,Nuovo layout,,Dialog editor new layout menu entry
DialogEditor_Node,Tree View Node,Nodo vista albero,,Tree view node label in the gadget layout hierarchy
DialogEditor_NoJSONSelected,Dialog Editor: No JSON File Selected,Editor finestre di dialogo: Nessun file JSON selezionato,,There was no .json file selected by the user
DialogEditor_NoLayoutSelected,Dialog Editor: No Layout Selected,Editor finestre di dialogo: Nessun layout selezionato,,log prompt for user to indicate no layout was selected
DialogEditor_NoXMLSelected,Dialog Editor: No XML File Selected,Editor finestre di dialogo: Nessun file XML selezionato,,log prompt for user to indicate no xml file was selected
DialogEditor_OpenLayout,Open Layout,Apri layout,,Dialog editor open layout menu entry
DialogEditor_OverridingStyleFile,The style name '{0}' is currently registered to\n'{2}'\nbut will now be saved to\n'{1}',Il nome dello stile '{0}' è attualmente registrato per\n'{2}'\nma ora verrà salvato per\n'{1}',,Message when the user overrides a styles save file
DialogEditor_PasteGadget,Paste Gadget,Incolla gadget,,menu entry for pasting a gadget from clipboard
DialogEditor_Properties,Gadget Layout Properties,Proprietà layout gadget,,the title for the layout properties window
DialogEditor_RadioGroup,Radio Button Group,Gruppo di pulsanti di scelta,,Layout hierarchy display name for radio button group
DialogEditor_ReloadImages,Reload Images,Ricarica immagini,,menu bar entry for reloading all images in the dialog editor
DialogEditor_RemoveTestLayout,Remove Active Test Layouts,Rimuovi layout di prova attivi,,Menu option to remove any active test layout windows from the dialog editor
DialogEditor_RevertAllStyles,Revert All Styles To Last Save,Ripristina tutti gli stili all’ultima versione salvata,,Revert the all the currently open styles to version on disk
DialogEditor_RevertAllStylesToOriginal,Revert All Styles To Original State,Ripristina tutti gli stili allo stato originale,,Revert the all the currently open styles to version of unmodified file on disk
DialogEditor_RevertStyle,Revert Style To Last Save,Ripristina lo stile all’ultima versione salvata,,Revert the currently active style to version on disk
DialogEditor_RevertStyleToOriginal,Revert Style To Original State,Ripristina lo stile allo stato originale,,Revert the currently active style to version of unmodified file on disk
DialogEditor_RGBATextEntry,RGBA Input,Input RGBA,,layout hierarchy label for the RGBA input boxes
DialogEditor_RowSplitter,Grid Row Splitter,Separatore righe griglia,,Layout Heirarchy heading for a grid row splitter
DialogEditor_SaveAllStyles,Save All Styles,Salva tutti gli stili,,Menu option to save all open styles to file
DialogEditor_SaveAsLayout,Save Layout As...,Salva layout come...,,Dialog editor save as layout menu entry
DialogEditor_SaveFailed,Dialog Editor: Save failed due to error: {0} - {1},Editor finestre di dialogo: Salvataggio non riuscito a causa dell’errore: {0} - {1},,lop propmt for user to indicate the save failed
DialogEditor_SaveLayout,Save Layout,Salva layout,,Dialog editor save layout menu entry
DialogEditor_SaveStyle,Save Style,Salva stile,,Menu option to save a style to file
DialogEditor_SaveStyleAs,Save Style As...,Salva stile come...,,Menu option to save a style to a different file or with a different name
DialogEditor_ScrollPanel,Scroll Panel,Pannello a scorrimento,,layout hierarchy display name for scroll panel
DialogEditor_SelectContextMenu,Edit Context Menu,Modifica menu contestuale,,Context menu option to select the context menu for the selected gadget so it can be edited
DialogEditor_SelectSaveFile,Select the file to save the style to. If the file doesn't already contain the style definition it will search all files within its folder.\nUse 'Save Style As...' to explicitly override save file,"Seleziona il file in cui salvare lo stile. Se il file non contiene la definizione dello stile, sarà eseguita una ricerca in tutti i file della sua cartella.\nUsa 'Salva stile come...' per impostare direttamente il file da salvare",,Information about selecting a save file. Informs the user that if the file they have chosen doesn't already include the stylename it will search for the file that does inside the parent folder
DialogEditor_StyleEditor,Style Editor,Editor stile,,the title for the style editor window
DialogEditor_StyleName,Style name:,Nome stile:,,style name
DialogEditor_StyleNotFound,The style wasn't found in this folder. It will append to the selected file unless an alternative is selected.,Lo stile non è stato trovato in questa cartella. Sarà aggiunto al file selezionato se non sarà selezionata un’alternativa.,,Warning message that the style wasnt' found so it will be appended to the end of the given style instead
DialogEditor_SubMenuEntry,Sub Menu Entry,Voce di sottomenu,,Layout hierarchy label for a sub menu entry
DialogEditor_TabControl,Tab Control Panel,Pannello di controllo schede,,Gadget toolbox display name for tab control
DialogEditor_TabItem,Tab,Tab,,Layout Heirarchy heading for a tab
DialogEditor_TestLayout,Test Layout,Prova layout,,Dialog editor test layout menu entry
DialogEditor_Title,Dialog Editor,Editor finestre di dialogo,,title for the dialog editor window
DialogEditor_Toolbox,Gadget Toolbox,Toolbox gadget,,title for the gadget toolbox window
DialogEditor_TreeViewNode,TreeViewNode,TreeViewNode,,Dialog editor TreeViewNode
DialogEditor_Warning,Warning,Attenzione,,warning message box title
Edit_Menu_FindResource,Find Resource,Trova risorsa,,"Edit menu ""FindResource"""
Edit_Menu_Redo,Redo,Ripeti,,Redo menu entry
Edit_Menu_Search,Search & Replace,Cerca e sostituisci,,"Edit menu ""Search & Replace"""
Edit_Menu_Undo,Undo,Annulla,,Undo menu entry
Error_AnimBlendClone,{0} does not implement ICloneable,{0} non implementa ICloneable,,Any class that is used in the animation system must implement ICloneable
Error_CursorManagerDuplicateName,Attempting to add a cursor using image {1} with duplicated id {0} please assign a different name,Stai cercando di aggiungere un cursore usando l’immagine {1} con l’id duplicato {0} Assegna un nome diverso,,Multiple cursors have been added with the same reference name
Error_CursorManagerFailedLoad,Attempted to load cursor {1} but received error '{0}',Si è cercato di caricare il cursore {1} ma è stato restituito l’errore '{0}',,File load failed for cursor image
Error_CursorManagerLoadingInfoMissing,Attempting to load cursor {0} but can't find loading info,Si sta cercando di caricare il cursore {0} ma non è possibile trovare le informazioni per il caricamento,,The loading callback for a cursor can't find the loading hotspot info
Error_GadgetToolboxFailedLoad,Attempted to load gadget toolbox info but received error '{0}' - '{1}',Si è cercato di caricare le informazioni sul toolbox dei gadget ma è stato restituito l’errore '{0}' - '{1}',,Failed to load the gadget toolbox list
Error_GadgetToolboxInvalidGadget,Attempted to add gadget '{0}' to toolbox but it isn't registered with the layout manager,Si è cercato di aggiungere il gadget '{0}' al toolbox senza averlo registrato nella gestione dei layout ,,Invalid gadget specified in gadget toolbox list
Error_Cursors,Cursor Error,Errore del cursore,,Cursor error warning title
Error_GUILayout_AnchorRequiresParentPos,"A parent reliant anchor (bottom or right) has been set with no parent gadget, try setting the dimension instead","È stato impostato un ancoraggio (in basso o a destra) associato a un livello superiore senza alcun gadget di livello superiore, Prova in alternativa a impostare la dimensione.",,Attempted to use an bottom or right anchor when there is no parent gadget to base the position upon
Error_GUILayout_DimensionAndBothAnchors,"A dimension input has been set along with both the associated anchors, the dimension input will be ignored",È stata immessa una dimensione insieme a entrambi gli ancoraggi associati; la dimensione immessa sarà ignorata,,"Both the dimension and the associated anchors have been set (for instance width, top and bottom) the dimension will be calculated from the anchors not the dimension input"
Error_GUILayout_FailedCalculatePosition,"Cannot calculate actual position of gadget, too few anchors and/or dimensions are set",Impossibile calcolare la posizione effettiva del gadget; gli ancoraggi e/o le dimensioni impostate sono insufficienti,,Gadget requires at least one anchor or the dimension to be set for each direction
Error_GUILayout_PercentageRequiresParentDimension,"An anchor or dimension has been set to percentage with no parent gadget, try using pixel instead",È stato impostato un valore percentuale per l’ancoraggio o la dimensione senza alcun gadget di livello superiore. Prova in alternativa a usare i pixel,,Attempted to use percentage style values when there is no parent gadget to base it upon
Error_ProjectLoadFailure,Project load failed. Unable to load {0},Caricamento del progetto non riuscito. Impossibile caricare {0},,Project load failure
Error_ProjectTooNew,"This project requires a newer version of the IDE and so will not be loaded. Please update your IDE to at least the version used to create the project, then try opening it again.","Questo progetto richiede una versione più recente dell’IDE, perciò non verrà caricato. Aggiorna l’IDE almeno alla versione utilizzata per creare il progetto e prova nuovamente ad aprirlo.",,Error message for loading in a project created in a newer version
Error_StyleNotFound,"Can not set requested style, not found","Impossibile impostare lo stile richiesto, non è stato trovato",,Trying to set a style when it hasn't been loaded/found
Error_WeakDelegateArgument,Method '{1}' on object '{0}' failed because {2},Il metodo '{1}' sull’oggetto '{0}' non è riuscito a causa di {2},,Attempting to invoke a method from within a weak delegate with incorrect arguments
