Name,English,Translation,Restrictions,Comment
Breakpoint_GotoCode,Go To Code,Aller au code,,breakpoint show code menu option
Breakpoint_MenuToggle,Toggle Breakpoint,Basculer le point d'arrêt,,toggle breakpoint menu option
Breakpoint_Help,"There are no breakpoints to display.\nTo place one, press F9 on the desired line in a code editor.","Il n'y a pas de points d'arrêt à afficher. \nPour en placer un, appuyez sur F9 sur la ligne désirée dans un éditeur de code.",,Breakpoint help text to be displayed when there are no breakpoints
Build_FailedCompile,ERROR: Project failed to compile: error code {0},ERREUR : Le projet n'a pas pu être compilé : code d'erreur {0},,Error message when the project fails to compile
Build_FailedDeploy,ERROR: Project failed to deploy: error code {0},ERREUR : Le projet n'a pas pu être déployé : code d'erreur {0},,Error message when the project fails to deploy
Build_FailedRun,ERROR: Project failed to run: error code {0},ERREUR : Le projet n'a pas pu être exécuté : code d'erreur {0},,Error message when the project fails to run
Button_Add,Add,Ajouter,,Add button
Button_Cancel,Cancel,Annuler,,cancel button
Button_Delete,Delete,Supprimer,,Delete button
Button_Done,Done,Terminé,,Done button
Button_Import,Import,Importer,,import button label
Button_Manage,Manage,Gérer,,Manage button
Button_No,No,Non,,No
Button_OK,OK,OK,,ok button
Button_Rename,Rename,Renommer,,Rename button
Button_Resize,Resize,Redimensionner,,resize button label
Button_Scale,Scale,Mettre à l’échelle,,Image editor - scale button
Button_Yes,Yes,Oui,,Yes
Button_Next,Next,Suivant,,next button label
Button_Create,Create,Créer,,create button label
Button_Apply,Apply,Appliquer,,apply button label
Button_Remove_All,Remove All,Tout supprimer,,button label - remove all
Dialog_ResetLayout_Title,Reset Layout,Réinitialiser la structure,,Reset layout dialog title
Dialog_ResetLayout,Resetting the project layout will close any open resources. Are you sure you want to reset the layout?,"Si vous réinitialisez la structure du projet, les ressources ouvertes seront fermées. Voulez-vous vraiment réinitialiser la structure ?",,Dialog message reset layout
Dialog_ResetLayout_ChoicePref,Automatic response to resetting the project layout,Réponse automatique à la réinitialisation de la structure du projet,,Default reset layout dialog choice
Certificate_GenerateSucceeded,Successfully created certificate file: {0},Fichier de certificat créé : {0},,certificate create success
Certificate_GenerateFailed,Failed to create certificate file: {0},Échec de création du fichier de certificat : {0},,certificate create failed
Certificate_FileAlreadyExists,Certificate file '{0}' already exists; please choose a new filename,Le fichier de certificat '{0}' existe déjà; veuillez choisir un nouveau nom de fichier,,certificate file exists
Certificate_RequiredFieldsMissing,Name and Password fields must be set,Vous devez renseigner les champs Nom et Mot de passe,,create certificate missing fields
Certificate_FileMissing,Unable to find certificate file '{0}',Impossible de trouver le fichier de certificat « {0} »,,certificate file missing
Certificate_Test_Title,Certificate Check,Vérification du certificat,,certificate test title
Certificate_PasswordFail,Password is NOT valid for certificate,Ce mot de passe n'est PAS valide pour le certificat,,certificate password fail
Certificate_PasswordOK,Password is valid for certificate,Mot de passe valide pour le certificat,,certificate password ok
CertProperties_Heading,Set .pem certificate file and password,Définir un fichier de certificat .pem et un mot de passe,,certificate properties heading
CertProperties_Heading2,(you can use an existing GameMaker marketplace certificate),(vous pouvez utiliser un certificat existant du Marché GameMaker),,certificate properties heading 2
CertProperties_CertificateFile,Certificate File:,Fichier de certificat :,,certificate file label
CertProperties_CertificatePassword,Certificate Password:,Mot de passe du certificat :,,certificate password label
CertProperties_Check,Check,Vérifier,,certificate properties check certificate button label
CertProperties_CheckTooltip,Check that the password is valid for the selected certficate file,Vérifiez que le mot de passe est valide pour le fichier de certificat sélectionné,,certificate properties check tooltip
CertProperties_CreateInfoLabel,"If you don't have a certificate, you can create one:","Si vous n'avez pas de certificat, vous pouvez en créer un :",,certificate properties create info
CertProperties_CreateNewCertificate,Create new certificate,Créer un nouveau certificat,,certificate properties create new certificate button label
CertProperties_CreateCertificate,Create Certificate,Créer un certificat,,certificate properties create certificate button label
CertProperties_EnterCertDetails,Enter new certificate details:,Saisissez les détails du nouveau certificat :,,certificate properties enter certificate details
CertProperties_PublisherName,Publisher Name:,Nom de l'éditeur :,,cert properties author name
CertProperties_CreatePublisherAccount,Create Publisher Account,Créer un compte éditeur,,create publisher account button label
CodeWindow_2Column,2 columns,2 colonnes,,Document window layout menu option - 2columns
CodeWindow_3Column,3 columns,3 colonnes,,Document window layout menu option - 3 columns
CodeWindow_Fullscreen,Fullscreen workspace tab,Onglet Espace de travail plein écran,,Document window layout menu option - fullscreen workspace tab
CodeWindow_Menu_Help,Keyword help,Aide sur les mots-clés,,Code window help menu option
CodeWindow_Menu_ShowResource,Show resource,Afficher la ressource,,Code window show resource menu option
CodeWindow_SingleColumn,Single pane,Volet unique,,Document window layout menu option - 1 column
CodeWindow_Title,Code,Code,,fullscreen code editor workspace tab title
CodeWindow_RestoreToWorkspace,Restore to Workspace,Restaurer vers l'espace de travail,,code editor restore to workspace context menu option
CodeWindow_GotoObject,Go to Object,Aller à l'objet,,code editor go to object context menu option
CodeWindow_AddEvent,Add/Open Event,Ajouter / Ouvrir un événement,,code editor event script add event context menu option
GotoLine_Title,Go To Line,Aller à la ligne,,goto line dialog title
GotoLine_Label,Line Number ({0} - {1}),Numéro de ligne ({0} - {1}),,goto line label
CompileErrors,Compile Errors,Compiler les erreurs,,Compile Errors tab title
CompileErrors_NoErrors,There are no compile errors to show!,Il n'y a pas d'erreurs de compilation à afficher !,,No compile errors message
Configuration,Configuration,Configuration,,Configuration
Configuration_Select,Select Configuration,Sélectionnez la configuration,,Window title for config select
Configurations,Configurations,Configurations,,Configurations
Configurations_Add,Add New Configuration,Ajouter une nouvelle configuration,,Add configuration window title
Configurations_Delete,Are you sure you want to delete configuration '{0}' and all of its children?,Êtes-vous sûr de vouloir supprimer la configuration « {0} » et tous ses enfants ?,,Confirm for deleting a configuration
Configurations_Delete_OtherConfigs,Are you sure? Deleting configuration '{0}' will also delete the following configurations: '{1}'.,Êtes-vous sûr ? La suppression de la configuration '{0}' supprimera également les configurations suivantes : '{1}'.,,Warning about deleting a configuration deleting child configs
Configurations_DeleteError,Cannot delete configuration '{0}',Impossible de supprimer la configuration '{0}',,Cannot delete a configuration error message
Configurations_DuplicateEntryError,Cannot duplicate existing configuration name,Impossible de dupliquer le nom de la configuration existante,,Configuration name cannot be duplicated error message
Configurations_InvalidLicenseError,Cannot create configurations with GameMaker Trial,Impossible de créer des configurations avec la version d'évaluation de GameMaker,,Cannot create configurations with the Trial version of GameMaker error message
Configurations_InvalidNameError,The configuration name '{0}' is not valid,Le nom de la configuration '{0}' n'est pas valide,,Configuration name provided is invalid
Configurations_Manage,Manage Configurations,Gérer les configurations,,Manage Configurations window title
Configurations_NameEmptyError,New configuration name cannot be empty,Le champ du nom de la nouvelle configuration ne peut pas rester vide,,Configuration name cannot be empty error message
Configurations_NewName,New Configuration Name,Nom de la nouvelle configuration,,New configuration label
Configurations_Parent,Parent Configuration,Configuration parent,,Choose parent configuration label
Configurations_Promote,Promote,Promouvoir,,Promotion of a config up the config hierarchy
Configurations_Rename,Rename Configuration,Renommer la configuration,,Rename configuration
Configurations_RenameError,Cannot rename '{0}' configuration,Impossible de renommer la configuration '{0}',,Configuration name cannot be renamed error message
Configurations_ConfirmPromote,Are you sure? Promoting a configuration cannot be undone,Êtes-vous sûr ? La promotion d'une configuration ne peut pas être défaite,,Confirm the user really wants to promote a config
ContextMenu_AddMenuEntry,Add Menu Entry,Ajouter une commande de menu,,Context menu option to add a menu entry at the end of the context menu
ContextMenu_AddMenuEntryAfter,Add Menu Entry Below,Ajouter une commande de menu ci-dessous,,Context menu option to add a menu entry below the selected entry
ContextMenu_AddMenuEntryBefore,Add Menu Entry Above,Ajouter une commande de menu ci-dessus,,Context menu option to add a menu entry above the selected entry
ContextMenu_AddMenuSeparatorAfter,Add Menu Separator Below,Ajouter un séparateur de menu ci-dessous,,Context menu option to add a separator below the selected entry
ContextMenu_AddMenuSeparatorBefore,Add Menu Separator Above,Ajouter un séparateur de menu ci-dessus,,Context menu option to add a separator above the selected entry
ContextMenu_AddSubMenuEntry,Add Sub Menu Entry,Ajouter une commande de sous-menu,,Context menu option to add a sub menu entry at the end of the context menu
ContextMenu_AddSubMenuEntryAfter,Add Sub Menu Entry Below,Ajouter une commande de sous-menu ci-dessous,,Context menu option to add a sub menu entry before the selected entry
ContextMenu_AddSubMenuEntryBefore,Add Sub Menu Entry Above,Ajouter une commande de sous-menu ci-dessus,,Context menu option to add a sub menu entry after the selected entry
ContextMenu_MoveEntryDown,Move Menu Item Down,Déplacer l'élément de menu vers le bas,,Context menu option to move a menu entry or separator down
ContextMenu_MoveEntryUp,Move Menu Item Up,Déplacer l’élément de menu vers le haut,,Context menu option to move a menu entry or separator up
Dialog_AreYouSure,Are you sure?,Êtes-vous sûr ?,,"Generic ""Are you sure?"" dialog message"
Dialog_Confirm,Confirm,Confirmer,,"Dialog ""confirm"" heading"
Dialog_DeleteEvent_Query,Are you sure you want to remove the event with all its actions?,Êtes-vous sûr de vouloir supprimer l'événement avec toutes ses actions ?,,Delete event dialog confirmation query
Dialog_CutEvent_Query,Are you sure you want to cut the selected event?,Êtes-vous sûr de vouloir supprimer l'événement sélectionné?,,Cut event dialog confirmation query
Dialog_DeleteEvent_Query_Multiple,Are you sure you want to remove {0} events with all their actions?,Êtes-vous sûr de vouloir supprimer les événements {0} avec toutes leurs actions ?,,Delete multiple event dialog confirmation query
Dialog_DeleteFrame_Query,Delete the selected frames?,Supprimer les images sélectionnées ?,,image editor delete frames confirm query
Dialog_PasteEvent_NotReady,The event is still being copied. Please try pasting again in a few seconds.,L'événement est toujours en cours de copie. Veuillez réessayer de coller dans quelques secondes.,,Not ready to paste yet message
Dialog_DontShowAgain,Don't show this message again,Ne plus afficher ce message,,Message next to checkbox to allow the user to choose not to see this popup in future
Dialog_Error,Error,Erreur,,error dialog title
Dialog_NotReady,Not Ready,Pas prêt,,not ready dialog title
Dialog_Success,Success,Succès,,success dialog title
Dialog_Invalid,Invalid,Invalide,,Dialog caption text for invalid input
Dialog_InvalidInput,Invalid input. Please provide the required information.,Saisie invalide. Veuillez fournir les informations requises.,,A dialog message for invalid input in dialogs
Dialog_SaveChangesToX,Save the changes to {0}?,Enregistrer les modifications dans {0} ?,,Save changes to X query
Dialog_Warning,Warning,Attention,,"Dialog ""Warning"" title"
DialogEditor_AddContextMenu,Add Context Menu,Ajouter un menu contextuel,,Context menu option to add a context menu to the selected gadget
DialogEditor_Cell,Grid Cell,Cellule de Grille,,Layout Hierarchy heading for a grid cell group
DialogEditor_ChildGadgets,Child Gadgets,Gadgets Fils,,Layout Hierarchy heading for a child gadgets group
DialogEditor_ChildWindows,Child Windows,Fenêtres Fils,,Layout Hierarchy heading for a child windows group
DialogEditor_ClearLayoutList,Clear List,Effacer Liste,,Button label for clearing the open layout list
DialogEditor_Client,Client Panel,Panneau Client,,Layout Heirarchy heading for a client panel (window or tab)
DialogEditor_ClippedGadget,Clip To Parent,Attacher au Parent,,context menu option for setting if a gadget is clipped within its parent or not
DialogEditor_ColourDialog,Colour Dialog,Boîte de Dialogue Couleurs,,layout hierarchy label for a colour dialog window
DialogEditor_ColourSelected,Selected Colour Display,Affichage Couleur Sélectionné,,layout hierarchy label for the selected colour display
DialogEditor_ColumnSplitter,Grid Column Splitter,Séparateur de Colonne de Grille,,Layout Heirarchy heading for a grid column splitter
DialogEditor_ColumnDockSplitter,Grid Column Dock Splitter,Séparateur de Colonne de Grille de la Barre des Tâches,,Layout Heirarchy heading for a grid column dock splitter
DialogEditor_RowDockSplitter,Grid Row Dock Splitter,Séparateur de ligne de grille de la barre des tâches,,Layout Heirarchy heading for a grid row dock splitter
DialogEditor_GridSplitter,Grid Splitter,Séparateur de grille,,gadget properties heading for a grid splitter
DialogEditor_DockSplitter,Grid Dock Splitter,Séparateur de grille de la barre des tâches,,gadget properties heading for a grid dock splitter
DialogEditor_ContextMenu,Context Menu,Menu contextuel,,Layout Heirarcy heading for a context menu
DialogEditor_CopyGadget,Copy Gadget,Copier le gadget,,menu entry for copying a gadget to clipboard
DialogEditor_CutGadget,Cut Gadget,Couper le gadget,,menu entry for cutting a gadget to clipboard
DialogEditor_DeleteGadget,Delete Gadget,Supprimer le gadget,,menu entry for deleting the currently highlighted gadget
DialogEditor_DeleteLayout,Delete Layout,Supprimer la mise en page,,Dialog editor delete layout menu entry
DialogEditor_DeleteLayout_AreYouSure,Are you sure you want to delete this layout?,Êtes-vous sûr de vouloir supprimer cette mise en page ?,,Check the user really wants to delete the layout
DialogEditor_DuplicateLayoutName,Dialog Editor: Duplicate Layout Name,Éditeur de dialogue : Doublon du nom de la mise en page,,log prompt for user to indicate the layout name is already in use
DialogEditor_DuplicateStyleName,A duplicate of stylename '{0}' was found in\n'{1}'\nthe style will continue to be saved in\n'{2}',Un doublon du nom de style '{0}' a été trouvé dans\n'{1}'\nle style continuera à être sauvegardé dans\n'{2}',,warning message that a duplicate of a style name was found but will be ignored
DialogEditor_Error,Error,Erreur,,dialog editor error box title
DialogEditor_FailedToOpenJSON,Dialog Editor: Failed to open .json file: '{0}',Éditeur de dialogue : Échec de l'ouverture du fichier .json : '{0}',,The .json file selected failed to load
DialogEditor_FileBrowse,Browse...,Naviguer ...,,browse for filepath
DialogEditor_FileName,File name:,Nom de fichier :,,layout file name
DialogEditor_FlattenSubLayout,Flatten SubLayout,Aplatir la sous-mise en page,,Context menu/menu bar entry for flattening a sub layout within a layout hierarchy
DialogEditor_Gadgets,Gadgets,Gadgets,,Layout Hierarchy heading for a gadgets group
DialogEditor_GUIBase,GUI Base,Base de l'interface graphique,,gadget properties heading for properties coming from the GUIBase class
DialogEditor_GUIStyle,Style,Style,,Gadget properties heading for the guistyle class properties
DialogEditor_Hierarchy,Layout Hierarchy,Hiérarchie de la mise en page,,the title for the layout hierarchy window
DialogEditor_HighlightedGadgetInfo,"relative position: ({0}px, {1}px) dimension: ({2}px, {3}px)","Position relative : ({0}px, {1}px) dimension : ({2}px, {3}px)",,display position and dimension of the currently highlighted gadget
DialogEditor_HSVTextEntry,HSV Input,SaisieTSV,,layout hierarchy label for the HSV input boxes
DialogEditor_InvalidJSON,The style '{0}' is not a valid json primitive. Please amend or revert the style. No changes will be saved.,Le style '{0}' n'est pas une primitive JSON valide. Veuillez modifier ou rétablir le style. Aucun changement ne sera sauvegardé.,,Error message when the user attempts to save a broken json style
DialogEditor_LabelAndIconCollection,Name And Icon,Nom et icône,,Gadget properties heading for the LabelAndIcon class properties
DialogEditor_Layout,Layout,Configuration,,Gadget properties heading for the basic layout properties group
DialogEditor_LayoutName,Layout name:,Nom de la mise en page :,,layout name
DialogEditor_ListBoxItems,List Items,Énumérer les objets,,The layout hierarchy label for the list items
DialogEditor_LoadLayoutXML,Load Layout File,Charger le fichier de mise en page,,Button prompt for loading a layout xml file
DialogEditor_MenuBarEntry,Menu Bar Entry,Rubrique de la barre de menu,,layout hierarchy label for menubarentry gadget
DialogEditor_MenuEntry,Menu Entry,Rubrique du menu,,Layout Hierarchy heading for a menu entry
DialogEditor_NewLayout,New Layout,Nouvelle mise en page,,Dialog editor new layout menu entry
DialogEditor_Node,Tree View Node,Nœud de la vue arborescente,,Tree view node label in the gadget layout hierarchy
DialogEditor_NoJSONSelected,Dialog Editor: No JSON File Selected,Éditeur de dialogue : Aucun fichier JSON sélectionné,,There was no .json file selected by the user
DialogEditor_NoLayoutSelected,Dialog Editor: No Layout Selected,Éditeur de dialogue : Aucune mise en page sélectionnée,,log prompt for user to indicate no layout was selected
DialogEditor_NoXMLSelected,Dialog Editor: No XML File Selected,Éditeur de dialogue : Aucun fichier XML sélectionné,,log prompt for user to indicate no xml file was selected
DialogEditor_OpenLayout,Open Layout,Ouvrir la mise en page,,Dialog editor open layout menu entry
DialogEditor_OverridingStyleFile,The style name '{0}' is currently registered to\n'{2}'\nbut will now be saved to\n'{1}',Le nom de style '{0}' est actuellement sauvegardé dans\n'{2}'\nmais il sera maintenant sauvegardé dans\n'{1}',,Message when the user overrides a styles save file
DialogEditor_PasteGadget,Paste Gadget,Coller le gadget,,menu entry for pasting a gadget from clipboard
DialogEditor_Properties,Gadget Layout Properties,Propriétés de la mise en page du gadget,,the title for the layout properties window
DialogEditor_RadioGroup,Radio Button Group,Groupe de boutons radio,,Layout hierarchy display name for radio button group
DialogEditor_ReloadImages,Reload Images,Rafraîchir les images,,menu bar entry for reloading all images in the dialog editor
DialogEditor_RemoveTestLayout,Remove Active Test Layouts,Supprimer les mises en forme de test actives,,Menu option to remove any active test layout windows from the dialog editor
DialogEditor_RevertAllStyles,Revert All Styles To Last Save,Rétablir tous les styles à la dernière sauvegarde,,Revert the all the currently open styles to version on disk
DialogEditor_RevertAllStylesToOriginal,Revert All Styles To Original State,Rétablir tous les styles à l'état initial,,Revert the all the currently open styles to version of unmodified file on disk
DialogEditor_RevertStyle,Revert Style To Last Save,Rétablir le style à la dernière sauvegarde,,Revert the currently active style to version on disk
DialogEditor_RevertStyleToOriginal,Revert Style To Original State,Rétablir le style à l'état initial,,Revert the currently active style to version of unmodified file on disk
DialogEditor_RGBATextEntry,RGBA Input,Saisie RVBA,,layout hierarchy label for the RGBA input boxes
DialogEditor_RowSplitter,Grid Row Splitter,Séparateur de ligne de Grille,,Layout Heirarchy heading for a grid row splitter
DialogEditor_SaveAllStyles,Save All Styles,Enregistrer tous les styles,,Menu option to save all open styles to file
DialogEditor_SaveAsLayout,Save Layout As...,Enregistrer la mise en page sous ...,,Dialog editor save as layout menu entry
DialogEditor_SaveFailed,Dialog Editor: Save failed due to error: {0} - {1},Éditeur de dialogue : L'enregistrement a échoué en raison de l'erreur : {0} - {1},,lop propmt for user to indicate the save failed
DialogEditor_SaveLayout,Save Layout,Enregistrer la mise en page,,Dialog editor save layout menu entry
DialogEditor_SaveStyle,Save Style,Enregistrer le style,,Menu option to save a style to file
DialogEditor_SaveStyleAs,Save Style As...,Enregistrer le style sous ...,,Menu option to save a style to a different file or with a different name
DialogEditor_ScrollPanel,Scroll Panel,Panneau de défilement,,layout hierarchy display name for scroll panel
DialogEditor_SelectContextMenu,Edit Context Menu,Modifier le menu contextuel,,Context menu option to select the context menu for the selected gadget so it can be edited
DialogEditor_SelectSaveFile,Select the file to save the style to. If the file doesn't already contain the style definition it will search all files within its folder.\nUse 'Save Style As...' to explicitly override save file,"Sélectionner le fichier où sauvegarder le style. Si le fichier ne contient pas déjà la définition du style, il recherchera tous les fichiers dans son dossier.\nUtiliser « Enregistrer le style sous ... » pour remplacer explicitement le fichier de sauvegarde.",,Information about selecting a save file. Informs the user that if the file they have chosen doesn't already include the stylename it will search for the file that does inside the parent folder
DialogEditor_StyleEditor,Style Editor,Éditeur de style,,the title for the style editor window
DialogEditor_StyleName,Style name:,Nom du style :,,style name
DialogEditor_StyleNotFound,The style wasn't found in this folder. It will append to the selected file unless an alternative is selected.,Le style n'a pas été trouvé dans ce dossier. Il s'ajoutera au fichier sélectionné sauf si une alternative est sélectionnée.,,Warning message that the style wasnt' found so it will be appended to the end of the given style instead
DialogEditor_SubMenuEntry,Sub Menu Entry,Commande de sous-menu,,Layout hierarchy label for a sub menu entry
DialogEditor_TabControl,Tab Control Panel,Panneau de configuration des onglets,,Gadget toolbox display name for tab control
DialogEditor_TabItem,Tab,Onglet,,Layout Heirarchy heading for a tab
DialogEditor_TestLayout,Test Layout,Mise en page test,,Dialog editor test layout menu entry
DialogEditor_Title,Dialog Editor,Éditeur de dialogue,,title for the dialog editor window
DialogEditor_Toolbox,Gadget Toolbox,Boîte à outils des gadgets,,title for the gadget toolbox window
DialogEditor_TreeViewNode,TreeViewNode,Nœud de la vue arborescente,,Dialog editor TreeViewNode
DialogEditor_Warning,Warning,Attention,,warning message box title
Edit_Menu_FindResource,Find Resource,Trouver ressource,,"Edit menu ""FindResource"""
Edit_Menu_Redo,Redo,Refaire,,Redo menu entry
Edit_Menu_Search,Search & Replace,Rechercher et remplacer,,"Edit menu ""Search & Replace"""
Edit_Menu_Undo,Undo,Annuler,,Undo menu entry
Error_AnimBlendClone,{0} does not implement ICloneable,{0} n'implémente pas ICloneable,,Any class that is used in the animation system must implement ICloneable
Error_CursorManagerDuplicateName,Attempting to add a cursor using image {1} with duplicated id {0} please assign a different name,"Si vous tentez d'ajouter un curseur en utilisant l'image {1} avec l'identifiant en double {0}, attribuez un autre nom",,Multiple cursors have been added with the same reference name
Error_CursorManagerFailedLoad,Attempted to load cursor {1} but received error '{0}',Vous avez tenté de charger le curseur {1} mais vous avez reçu l'erreur '{0}',,File load failed for cursor image
Error_CursorManagerLoadingInfoMissing,Attempting to load cursor {0} but can't find loading info,Tentative de chargement du curseur {0} mais impossible de trouver les informations de chargement,,The loading callback for a cursor can't find the loading hotspot info
Error_GadgetToolboxFailedLoad,Attempted to load gadget toolbox info but received error '{0}' - '{1}',"Tentative de chargement de l'info-bulle du gadget, mais erreur reçue '{0}' - '{1}'",,Failed to load the gadget toolbox list
Error_GadgetToolboxInvalidGadget,Attempted to add gadget '{0}' to toolbox but it isn't registered with the layout manager,Vous avez tenté d'ajouter le gadget '{0}' à la boîte à outils mais il n'est pas enregistré dans le gestionnaire de la mise en page,,Invalid gadget specified in gadget toolbox list
Error_GUILayout_AnchorRequiresParentPos,"A parent reliant anchor (bottom or right) has been set with no parent gadget, try setting the dimension instead","Une ancre dépendante d'un parent (en bas ou à droite) a été définie sans gadget parent, essayez plutôt de définir la dimension",,Attempted to use an bottom or right anchor when there is no parent gadget to base the position upon
Error_GUILayout_DimensionAndBothAnchors,"A dimension input has been set along with both the associated anchors, the dimension input will be ignored","Une dimension ayant été définie avec les deux ancres associées, la saisie de dimension sera ignorée",,"Both the dimension and the associated anchors have been set (for instance width, top and bottom) the dimension will be calculated from the anchors not the dimension input"
Error_GUILayout_FailedCalculatePosition,"Cannot calculate actual position of gadget, too few anchors and/or dimensions are set","Impossible de calculer la position réelle du gadget, trop peu d'ancres et/ou de dimensions sont définies",,Gadget requires at least one anchor or the dimension to be set for each direction
Error_GUILayout_PercentageRequiresParentDimension,"An anchor or dimension has been set to percentage with no parent gadget, try using pixel instead","Une ancre ou une dimension a été définie sur pourcentage sans gadget parent, essayez plutôt d'utiliser les pixels",,Attempted to use percentage style values when there is no parent gadget to base it upon
Error_ProjectLoadFailure,Project load failed. Unable to load {0},Le chargement du projet a échoué. Impossible de charger {0},,Project load failure
Error_StyleNotFound,"Can not set requested style, not found","Impossible d'implémenter le style demandé, non trouvé",,Trying to set a style when it hasn't been loaded/found
Error_WeakDelegateArgument,Method '{1}' on object '{0}' failed because {2},La méthode '{1}' sur l'objet '{0}' a échoué car {2},,Attempting to invoke a method from within a weak delegate with incorrect arguments
Error_WeakDelegateParameterCount,Method '{1}' on object '{0}' failed due to mismatching parameter count,La méthode '{1}' sur l'objet '{0}' a échoué en raison d'un nombre non concordant de paramètres,,Attempting to invoke a method from within a weak delegate with incorrect parameter count
Event_Alarm,Alarm,Alerte,,Alarm event name
Event_AlarmN,Alarm {0},Alerte {0},,Key Event Alarm N
Event_Async_AudioPlayback,Async - Audio Playback,Async – Lecture audio,,Asynchronous event subtype
Event_Async_AudioRecording,Async - Audio Recording,Async – Enregistrement audio,,Asynchronous event subtype
Event_Async_Cloud,Async - Cloud,Async – Nuage,,Asynchronous event subtype
Event_Async_Dialog,Async - Dialog,Async – Boîte de dialogue,,Asynchronous event subtype
Event_Async_HTTP,Async - HTTP,Async – HTTP,,Asynchronous event subtype
Event_Async_IAP,Async - In-App Purchase,Async – Achat intégré,,Asynchronous event subtype
Event_Async_ImageLoaded,Async - Image Loaded,Async – Image chargée,,Asynchronous event subtype
Event_Async_Networking,Async - Networking,Async – Réseautage,,Asynchronous event subtype
Event_Async_PushNotification,Async - Push Notification,Async – Notification push,,Asynchronous event subtype
Event_Async_SaveLoad,Async - Save/Load,Async – Sauvegarder / Charger,,Asynchronous event subtype
Event_Async_Social,Async - Social,Async – Social,,Asynchronous event subtype
Event_Async_Steam,Async - Steam,Async – Steam,,Asynchronous event subtype
Event_Async_SystemEvent,Async - System,Async – Système,,Asynchronous event subtype
Event_Asynchronous,Asynchronous,Asynchrone,,Asynchronous event name
Event_Collision,Collision,Collision,,Collision event name
Event_Create,Create,Créer,,Create event name
Event_Destroy,Destroy,Détruire,,Destroy event name
Event_CleanUp,Clean Up,Nettoyer,,Clean Up event name
Event_Draw,Draw,Dessiner,,Draw event name
Event_Draw_Draw,Draw,Dessiner,,Draw event subtype
